# column style format: id;time;x;y;z;vx;vy;vz;mass;totalEnergy;totalSpecificAngularMomentum;rungeLenzVector;semiMajorAxis
# this file will be overwritten without any precaution
# used integrator was heun
0;0.05;0.49937500000000001;0.025000000000000001;0;-0.024953271058327238;0.49937733644708365;0;0.5;-0.1249996097409818;0.50000077832944117;0.87499970856959684;0.26666691661462234
1;0.05;-0.49937500000000001;-0.025000000000000001;0;0.024953271058327238;-0.49937733644708365;0;0.5;-0.1249996097409818;0.50000077832944117;0.87499970856959684;0.26666691661462234
0;0.1;0.49750311916009349;0.049937616895596226;0;-0.049844043499930615;0.49750780656774002;0;0.5;-0.12499921730284338;0.50000155664554814;0.87500000177509881;0.26666833062561039
1;0.1;-0.49750311916009349;-0.049937616895596226;0;0.049844043499930615;-0.49750780656774002;0;0.5;-0.12499921730284338;0.50000155664554814;0.87500000177509881;0.26666833062561039
0;0.15;0.49438904972438624;0.07475058637106935;0;-0.074609823873704517;0.4943961431102315;0;0.5;-0.12499882270496187;0.50000233492654128;0.87500087886786194;0.26667090721306402
1;0.15;-0.49438904972438624;-0.07475058637106935;0;0.074609823873704517;-0.4943961431102315;0;0.5;-0.12499882270496187;0.50000233492654128;0.87500087886786194;0.26667090721306402
0;0.2;0.49004060255789916;0.099376959880863661;0;-0.099188441171330466;0.49005023172145734;0;0.5;-0.12499842597236431;0.50000311315069956;0.87500233760855918;0.26667464195487892
1;0.2;-0.49004060255789916;-0.099376959880863661;0;0.099188441171330466;-0.49005023172145734;0;0.5;-0.12499842597236431;0.50000311315069956;0.87500233760855918;0.26667464195487892
0;0.25;0.48446868697466239;0.12375526187264836;0;-0.12351820803467506;0.48448108985651106;0;0.5;-0.12499802713565841;0.50000389129641762;0.87500437427329626;0.26667952750498288
1;0.25;-0.48446868697466239;-0.12375526187264836;0;0.12351820803467506;-0.48448108985651106;0;0.5;-0.12499802713565841;0.50000389129641762;0.87500437427329626;0.26667952750498288
0;0.3;0.4776872825342528;0.14782464574313384;0;-0.14753808057898263;0.47770283723129758;0;0.5;-0.12499762623094725;0.50000466934226213;0.87500698366376892;0.26668555361254483
1;0.3;-0.4776872825342528;-0.14782464574313384;0;0.14753808057898263;-0.47770283723129758;0;0.5;-0.12499762623094725;0.50000466934226213;0.87500698366376892;0.26668555361254483
0;0.35;0.46971340288769664;0.17152504810583269;0;-0.17118781636717456;0.46973265791343505;0;0.5;-0.12499722329972771;0.50000544726702794;0.8750101591214267;0.26669270714876635
1;0.35;-0.46971340288769664;-0.17152504810583269;0;0.17118781636717456;-0.46973265791343505;0;0.5;-0.12499722329972771;0.50000544726702794;0.8750101591214267;0.26669270714876635
0;0.4;0.46056705177673757;0.19479734095541348;0;-0.19440813007773763;0.46059075417420847;0;0.5;-0.1249968183887734;0.50000622504979342;0.87501389254559613;0.26670097214117637
1;0.4;-0.46056705177673757;-0.19479734095541348;0;0.19440813007773763;-0.46059075417420847;0;0.5;-0.1249968183887734;0.50000622504979342;0.87501389254559613;0.26670097214117637
0;0.45;0.45027117131314276;0.21758348132011562;0;-0.21714084641767092;0.45030029225127943;0;0.5;-0.12499641155000236;0.50000700266997498;0.87501817441550223;0.26671032981532764
1;0.45;-0.45027117131314276;-0.21758348132011562;0;0.21714084641767092;-0.45030029225127943;0;0.5;-0.12499641155000236;0.50000700266997498;0.87501817441550223;0.26671032981532764
0;0.5;0.43885158268689956;0.23982665800184572;0;-0.23932904984270728;0.43888734019804704;0;0.5;-0.12499600284032997;0.5000077801073806;0.8750229938161149;0.26672075864377209
1;0.5;-0.43885158268689956;-0.23982665800184572;0;0.23932904984270728;-0.43888734019804704;0;0.5;-0.12499600284032997;0.5000077801073806;0.8750229938161149;0.26672075864377209
0;0.55;0.42633691947375318;0.26147143501301573;0;-0.26091723065946193;0.42638079802087303;0;0.5;-0.12499559232150782;0.5000085573422622;0.87502833846773423;0.2667322344021713
1;0.55;-0.42633691947375318;-0.26147143501301573;0;0.26091723065946193;-0.42638079802087303;0;0.5;-0.12499559232150782;0.5000085573422622;0.87502833846773423;0.2667322344021713
0;0.6;0.41275855373347065;0.2824638913298661;0;-0.28185142709820543;0.41281232032970705;0;0.5;-0.12499518005994904;0.50000933435536652;0.87503419475921661;0.26674473023237724
1;0.6;-0.41275855373347065;-0.2824638913298661;0;0.28185142709820543;-0.41281232032970705;0;0.5;-0.12499518005994904;0.50000933435536652;0.87503419475921661;0.26674473023237724
0;0.65;0.39815051511041105;0.30275175659388937;0;-0.30207936296052329;0.39821623175085807;0;0.5;-0.12499476612654042;0.50001011112798495;0.87504054778473218;0.2667582167122992
1;0.65;-0.39815051511041105;-0.30275175659388937;0;0.30207936296052329;-0.39821623175085807;0;0.5;-0.12499476612654042;0.50001011112798495;0.87504054778473218;0.2667582167122992
0;0.7;0.38254940316735958;0.32228454240597415;0;-0.32155058046310858;0.38262943537265348;0;0.5;-0.12499435059644267;0.50001088764200139;0.87504738138393333;0.26677266193235352
1;0.7;-0.38254940316735958;-0.32228454240597415;0;0.32155058046310858;-0.38262943537265348;0;0.5;-0.12499435059644267;0.50001088764200139;0.87504738138393333;0.26677266193235352
0;0.75;0.3659942932020791;0.34101366887196038;0;-0.34021656791723015;0.3660913145154116;0;0.5;-0.12499393354887903;0.50001166387993851;0.87505467818540351;0.2667880315782742
1;0.75;-0.3659942932020791;-0.34101366887196038;0;0.34021656791723015;-0.3660913145154116;0;0.5;-0.12499393354887903;0.50001166387993851;0.87505467818540351;0.2667880315782742
0;0.8;0.34852663581358079;0.3588925860733696;0;-0.35803088190291499;0.34864362813644062;0;0.5;-0.12499351506691324;0.50001243982500214;0.87506241965324573;0.26680428902004543
1;0.8;-0.34852663581358079;-0.3588925860733696;0;0.35803088190291499;-0.34864362813644062;0;0.5;-0.12499351506691324;0.50001243982500214;0.87506241965324573;0.26680428902004543
0;0.85;0.33019015050166228;0.37587689015307402;0;-0.37494926361745495;0.33033040019859322;0;0.5;-0.12499309523721747;0.50001321546112387;0.87507058613666164;0.26682139540670062
1;0.85;-0.33019015050166228;-0.37587689015307402;0;0.37494926361745495;-0.33033040019859322;0;0.5;-0.12499309523721747;0.50001321546112387;0.87507058613666164;0.26682139540670062
0;0.9;0.31103071359875173;0.39192443372252206;0;-0.39092974909937483;0.31119780334718983;0;0.5;-0.12499267414983137;0.50001399077300114;0.87507915692236349;0.26683930976671634
1;0.9;-0.31103071359875173;-0.39192443372252206;0;0.39092974909937483;-0.31119780334718983;0;0.5;-0.12499267414983137;0.50001399077300114;0.87507915692236349;0.26683930976671634
0;0.95;0.29109624084749092;0.40699543031476632;0;-0.40593277305134795;0.2912940372548235;0;0.5;-0.12499225189791272;0.50001476574613566;0.87508811028965353;0.26685798911371631
1;0.95;-0.29109624084749092;-0.40699543031476632;0;0.40593277305134795;-0.2912940372548235;0;0.5;-0.12499225189791272;0.50001476574613566;0.87508811028965353;0.26685798911371631
0;1;0.27043656495074525;0.4210525526258635;0;-0.41992126600858942;0.27066920200663497;0;0.5;-0.12499182857748094;0.50001554036686909;0.87509742356799934;0.26687738855718583
1;1;-0.27043656495074525;-0.4210525526258635;0;0.41992126600858942;-0.27066920200663497;0;0.5;-0.12499182857748094;0.50001554036686909;0.87509742356799934;0.26687738855718583
0;1.05;0.24910330843281872;0.43406102430615257;0;-0.43286074462286078;0.24937516691007272;0;0.5;-0.12499140428715393;0.50001631462241673;0.87510707319692688;0.26689746141788602
1;1.05;-0.24910330843281872;-0.43406102430615257;0;0.43286074462286078;-0.24937516691007272;0;0.5;-0.12499140428715393;0.50001631462241673;0.87510707319692688;0.26689746141788602
0;1.1;0.22714975216154665;0.44598870508238209;0;-0.44471939485625295;0.22746543512291462;0;0.5;-0.12499097912787962;0.5000170885008985;0.87511703478804842;0.26691815934764517
1;1.1;-0.22714975216154665;-0.44598870508238209;0;0.44471939485625295;-0.22746543512291462;0;0.5;-0.12499097912787962;0.5000170885008985;0.87511703478804842;0.26691815934764517
0;1.15;0.20463069989062507;0.45680616901157073;0;-0.45546814790324452;0.20499500450141853;0;0.5;-0.12499055320266249;0.50001786199136745;0.87512728318903777;0.26693943245319477
1;1.15;-0.20463069989062507;-0.45680616901157073;0;0.45546814790324452;-0.20499500450141853;0;0.5;-0.12499055320266249;0.50001786199136745;0.87512728318903777;0.26693943245319477
