# column style format: id time x y z vx vy vz mass
# this file will be overwritten without any precaution 
# used integrator was euler_cromer
0;0.1;0.495;0.05;0;-0.05;0.5;00.5
1;0.1;-0.495;-0.05;0;0.05;-0.5;00.5
0;0.2;0.484976;0.0994925;0;-0.100244;0.494925;00.5
1;0.2;-0.484976;-0.0994925;0;0.100244;-0.494925;00.5
0;0.3;0.469955;0.14796;0;-0.150203;0.484676;00.5
1;0.3;-0.469955;-0.14796;0;0.150203;-0.484676;00.5
0;0.4;0.450023;0.194881;0;-0.19932;0.469212;00.5
1;0.4;-0.450023;-0.194881;0;0.19932;-0.469212;00.5
0;0.5;0.425322;0.239737;0;-0.247015;0.448558;00.5
1;0.5;-0.425322;-0.239737;0;0.247015;-0.448558;00.5
0;0.6;0.396052;0.282018;0;-0.292697;0.422809;00.5
1;0.6;-0.396052;-0.282018;0;0.292697;-0.422809;00.5
0;0.7;0.362475;0.321232;0;-0.335771;0.392137;00.5
1;0.7;-0.362475;-0.321232;0;0.335771;-0.392137;00.5
0;0.8;0.32491;0.356911;0;-0.375651;0.356794;00.5
1;0.8;-0.32491;-0.356911;0;0.375651;-0.356794;00.5
0;0.9;0.283733;0.388622;0;-0.411773;0.317114;00.5
1;0.9;-0.283733;-0.388622;0;0.411773;-0.317114;00.5
0;1;0.239372;0.415974;0;-0.443608;0.273511;00.5
1;1;-0.239372;-0.415974;0;0.443608;-0.273511;00.5
0;1.1;0.192304;0.438621;0;-0.470676;0.226474;00.5
1;1.1;-0.192304;-0.438621;0;0.470676;-0.226474;00.5
0;1.2;0.143048;0.456277;0;-0.492558;0.176563;00.5
1;1.2;-0.143048;-0.456277;0;0.492558;-0.176563;00.5
0;1.3;0.0921572;0.468717;0;-0.508912;0.124398;00.5
1;1.3;-0.0921572;-0.468717;0;0.508912;-0.124398;00.5
0;1.4;0.0402091;0.475782;0;-0.51948;0.0706476;00.5
1;1.4;-0.0402091;-0.475782;0;0.51948;-0.0706476;00.5
0;1.5;-0.0122006;0.477383;0;-0.524098;0.0160142;00.5
1;1.5;0.0122006;-0.477383;0;0.524098;-0.0160142;00.5
0;1.6;-0.0644704;0.473505;0;-0.522697;-0.038782;00.5
1;1.6;0.0644704;-0.473505;0;0.522697;0.038782;00.5
0;1.7;-0.116002;0.464203;0;-0.515313;-0.0930189;00.5
1;1.7;0.116002;-0.464203;0;0.515313;0.0930189;00.5
0;1.8;-0.166209;0.449604;0;-0.502076;-0.145989;00.5
1;1.8;0.166209;-0.449604;0;0.502076;0.145989;00.5
0;1.9;-0.21453;0.429902;0;-0.483212;-0.197016;00.5
1;1.9;0.21453;-0.429902;0;0.483212;0.197016;00.5
0;2;-0.260434;0.405356;0;-0.459033;-0.245469;00.5
1;2;0.260434;-0.405356;0;0.459033;0.245469;00.5
0;2.1;-0.303426;0.376278;0;-0.429927;-0.290772;00.5
1;2.1;0.303426;-0.376278;0;0.429927;0.290772;00.5
0;2.2;-0.343061;0.343037;0;-0.396345;-0.332417;00.5
1;2.2;0.343061;-0.343037;0;0.396345;0.332417;00.5
0;2.3;-0.37894;0.30604;0;-0.35879;-0.369969;00.5
1;2.3;0.37894;-0.30604;0;0.35879;0.369969;00.5
0;2.4;-0.41072;0.265733;0;-0.317802;-0.403072;00.5
1;2.4;0.41072;-0.265733;0;0.317802;0.403072;00.5
0;2.5;-0.438115;0.222588;0;-0.273946;-0.431446;00.5
1;2.5;0.438115;-0.222588;0;0.273946;0.431446;00.5
0;2.6;-0.460895;0.177099;0;-0.227798;-0.454892;00.5
1;2.6;0.460895;-0.177099;0;0.227798;0.454892;00.5
0;2.7;-0.478888;0.129771;0;-0.179936;-0.473283;00.5
1;2.7;0.478888;-0.129771;0;0.179936;0.473283;00.5
0;2.8;-0.491981;0.0811143;0;-0.130927;-0.486564;00.5
1;2.8;0.491981;-0.0811143;0;0.130927;0.486564;00.5
0;2.9;-0.500113;0.03164;0;-0.0813198;-0.494742;00.5
1;2.9;0.500113;-0.03164;0;0.0813198;0.494742;00.5
0;3;-0.503277;-0.0181485;0;-0.0316409;-0.497885;00.5
1;3;0.503277;0.0181485;0;0.0316409;0.497885;00.5
0;3.1;-0.501515;-0.0677594;0;0.017614;-0.496109;00.5
1;3.1;0.501515;0.0677594;0;-0.017614;0.496109;00.5
0;3.2;-0.494917;-0.116717;0;0.0659818;-0.489574;00.5
1;3.2;0.494917;0.116717;0;-0.0659818;0.489574;00.5
0;3.3;-0.483614;-0.164565;0;0.113035;-0.478478;00.5
1;3.3;0.483614;0.164565;0;-0.113035;0.478478;00.5
0;3.4;-0.467776;-0.210869;0;0.158381;-0.463047;00.5
1;3.4;0.467776;0.210869;0;-0.158381;0.463047;00.5
0;3.5;-0.447609;-0.255223;0;0.201664;-0.443536;00.5
1;3.5;0.447609;0.255223;0;-0.201664;0.443536;00.5
