h,beta,Magnetisierung,Magnetisierung_abs
-0.8775510204081632,0.08163265306122448,-0.102764404296875,0.102764404296875
-0.8775510204081632,0.1020408163265306,-0.1404072265625,0.1404072265625
-0.8775510204081632,0.12244897959183673,-0.1853172607421875,0.1854222412109375
-0.8775510204081632,0.14285714285714285,-0.2402811279296875,0.2406925048828125
-0.8775510204081632,0.16326530612244897,-0.3037811279296875,0.3037811279296875
-0.8775510204081632,0.18367346938775508,-0.3756138916015625,0.3756138916015625
-0.8775510204081632,0.2040816326530612,-0.45329931640625,0.4539560546875
-0.8775510204081632,0.22448979591836732,-0.53928076171875,0.53928076171875
-0.8775510204081632,0.24489795918367346,-0.617999755859375,0.618832763671875
-0.8775510204081632,0.26530612244897955,-0.695259521484375,0.695259521484375
-0.8775510204081632,0.2857142857142857,-0.756274169921875,0.75747802734375
-0.8775510204081632,0.3061224489795918,-0.8085999755859375,0.8100106201171875
-0.8775510204081632,0.32653061224489793,-0.852852294921875,0.852852294921875
-0.8775510204081632,0.3469387755102041,-0.8824342041015625,0.8841385498046875
-0.8775510204081632,0.36734693877551017,-0.912162841796875,0.912162841796875
-0.8775510204081632,0.3877551020408163,-0.93134033203125,0.93134033203125
-0.8775510204081632,0.4081632653061224,-0.9461187744140624,0.9461187744140624
-0.8775510204081632,0.42857142857142855,-0.951790283203125,0.954619140625
-0.8775510204081632,0.44897959183673464,-0.96022509765625,0.963312255859375
-0.8775510204081632,0.4693877551020408,-0.9667938232421875,0.9701739501953125
-0.8775510204081632,0.4897959183673469,-0.978905517578125,0.978905517578125
-0.8775510204081632,0.5102040816326531,-0.982986083984375,0.982986083984375
-0.8775510204081632,0.5306122448979591,-0.9864324951171874,0.9864324951171874
-0.8775510204081632,0.5510204081632653,-0.9795555419921875,0.9850975341796875
-0.8775510204081632,0.5714285714285714,-0.9809154052734375,0.9870548095703126
-0.8775510204081632,0.5918367346938775,-0.9811817626953125,0.9883565673828125
-0.8775510204081632,0.6122448979591836,-0.9821297607421875,0.9895821533203125
-0.8775510204081632,0.6326530612244897,-0.9954005126953125,0.9954005126953125
-0.8775510204081632,0.6530612244897959,-0.9905059814453125,0.9905059814453125
-0.8775510204081632,0.673469387755102,-0.989582763671875,0.9896474609375
-0.8775510204081632,0.6938775510204082,-0.99319189453125,0.99319189453125
-0.8775510204081632,0.7142857142857142,-0.997984619140625,0.997984619140625
-0.8775510204081632,0.7346938775510203,-0.975978515625,0.990985595703125
-0.8775510204081632,0.7551020408163265,-0.9744266357421875,0.9910311279296875
-0.8775510204081632,0.7755102040816326,-0.993443115234375,0.993443115234375
-0.8775510204081632,0.7959183673469387,-0.9871724853515625,0.9871724853515625
-0.8775510204081632,0.8163265306122448,-0.9909910888671875,0.9909910888671875
-0.8775510204081632,0.836734693877551,-0.9867142333984374,0.9867789306640625
-0.8775510204081632,0.8571428571428571,-0.95918408203125,0.987693603515625
-0.8775510204081632,0.8775510204081632,-0.9964285888671875,0.9964285888671875
-0.8775510204081632,0.8979591836734693,-0.9525816650390625,0.9867686767578125
-0.8775510204081632,0.9183673469387754,-0.9775316162109375,0.9793936767578125
-0.8775510204081632,0.9387755102040816,-0.9997830810546875,0.9997830810546875
-0.8775510204081632,0.9591836734693877,-0.9405491943359375,0.9843411865234375
-0.8775510204081632,0.9795918367346939,-0.999857177734375,0.999857177734375
-0.8775510204081632,1.0,-0.977302734375,0.97737744140625
-0.8367346938775511,0.0,3.7841796875e-05,0.0061142578125
-0.8367346938775511,0.02040816326530612,-0.018698486328125,0.018794921875
-0.8367346938775511,0.04081632653061224,-0.0404398193359375,0.0404398193359375
-0.8367346938775511,0.061224489795918366,-0.0665247802734375,0.0665247802734375
-0.8367346938775511,0.08163265306122448,-0.097844482421875,0.097844482421875
-0.8367346938775511,0.1020408163265306,-0.1348192138671875,0.1348192138671875
-0.8367346938775511,0.12244897959183673,-0.177683349609375,0.17805126953125
-0.8367346938775511,0.14285714285714285,-0.2300430908203125,0.2300430908203125
-0.8367346938775511,0.16326530612244897,-0.290411865234375,0.290964111328125
-0.8367346938775511,0.18367346938775508,-0.361744873046875,0.361744873046875
-0.8367346938775511,0.2040816326530612,-0.439828125,0.439828125
-0.8367346938775511,0.22448979591836732,-0.520093505859375,0.5208876953125
-0.8367346938775511,0.24489795918367346,-0.604056884765625,0.604056884765625
-0.8367346938775511,0.26530612244897955,-0.681054443359375,0.681054443359375
-0.8367346938775511,0.2857142857142857,-0.744319091796875,0.74561279296875
-0.8367346938775511,0.3061224489795918,-0.8011322021484375,0.8011322021484375
-0.8367346938775511,0.32653061224489793,-0.84494482421875,0.84494482421875
-0.8367346938775511,0.3469387755102041,-0.879467529296875,0.879467529296875
-0.8367346938775511,0.36734693877551017,-0.907620361328125,0.907620361328125
-0.8367346938775511,0.3877551020408163,-0.92785009765625,0.92785009765625
-0.8367346938775511,0.4081632653061224,-0.94032373046875,0.940360595703125
-0.8367346938775511,0.42857142857142855,-0.9496715087890625,0.9525662841796875
-0.8367346938775511,0.44897959183673464,-0.9648173828125,0.9648173828125
-0.8367346938775511,0.4693877551020408,-0.96484130859375,0.968527099609375
-0.8367346938775511,0.4897959183673469,-0.973033935546875,0.973353759765625
-0.8367346938775511,0.5102040816326531,-0.9822059326171875,0.9822059326171875
-0.8367346938775511,0.5306122448979591,-0.9758414306640625,0.9814976806640625
-0.8367346938775511,0.5510204081632653,-0.9784122314453125,0.9842669677734375
-0.8367346938775511,0.5714285714285714,-0.97892626953125,0.986100341796875
-0.8367346938775511,0.5918367346938775,-0.99254931640625,0.99254931640625
-0.8367346938775511,0.6122448979591836,-0.9800186767578125,0.9886434326171875
-0.8367346938775511,0.6326530612244897,-0.987725830078125,0.9878427734375
-0.8367346938775511,0.6530612244897959,-0.978632080078125,0.9897890625
-0.8367346938775511,0.673469387755102,-0.9967646484375,0.9967646484375
-0.8367346938775511,0.6938775510204082,-0.997375732421875,0.997375732421875
-0.8367346938775511,0.7142857142857142,-0.973846923828125,0.990176513671875
-0.8367346938775511,0.7346938775510203,-0.991826171875,0.991826171875
-0.8367346938775511,0.7551020408163265,-0.9841024169921875,0.9857269287109375
-0.8367346938775511,0.7755102040816326,-0.9671649169921875,0.9886820068359375
-0.8367346938775511,0.7959183673469387,-0.9809736328125,0.983427734375
-0.8367346938775511,0.8163265306122448,-0.990716796875,0.990716796875
-0.8367346938775511,0.836734693877551,-0.9605579833984375,0.9882642822265625
-0.8367346938775511,0.8571428571428571,-0.981711669921875,0.98197509765625
-0.8367346938775511,0.8775510204081632,-0.9855401611328125,0.9855401611328125
-0.8367346938775511,0.8979591836734693,-0.9947462158203125,0.9947462158203125
-0.8367346938775511,0.9183673469387754,-0.9848590087890625,0.9848590087890625
-0.8367346938775511,0.9387755102040816,-0.93494384765625,0.980079833984375
-0.8367346938775511,0.9591836734693877,-0.916738037109375,0.98269189453125
-0.8367346938775511,0.9795918367346939,-0.9998363037109375,0.9998363037109375
-0.8367346938775511,1.0,-0.9732330322265625,0.9735340576171875
-0.7959183673469388,0.0,-0.0005849609375,0.00616650390625
-0.7959183673469388,0.02040816326530612,-0.0176038818359375,0.0177437744140625
-0.7959183673469388,0.04081632653061224,-0.0381888427734375,0.0381888427734375
-0.7959183673469388,0.061224489795918366,-0.063247802734375,0.063247802734375
-0.7959183673469388,0.08163265306122448,-0.092730712890625,0.092965576171875
-0.7959183673469388,0.1020408163265306,-0.128244384765625,0.128244384765625
-0.7959183673469388,0.12244897959183673,-0.168955078125,0.16933740234375
-0.7959183673469388,0.14285714285714285,-0.218663330078125,0.218663330078125
-0.7959183673469388,0.16326530612244897,-0.277875,0.277875
-0.7959183673469388,0.18367346938775508,-0.34442333984375,0.345043212890625
-0.7959183673469388,0.2040816326530612,-0.422516845703125,0.422516845703125
-0.7959183673469388,0.22448979591836732,-0.505168701171875,0.505168701171875
-0.7959183673469388,0.24489795918367346,-0.584515869140625,0.5854619140625
-0.7959183673469388,0.26530612244897955,-0.6640264892578125,0.6640264892578125
-0.7959183673469388,0.2857142857142857,-0.734385009765625,0.734385009765625
-0.7959183673469388,0.3061224489795918,-0.7890888671875,0.79062060546875
-0.7959183673469388,0.32653061224489793,-0.8347137451171875,0.8364837646484375
-0.7959183673469388,0.3469387755102041,-0.87301953125,0.87301953125
-0.7959183673469388,0.36734693877551017,-0.8980218505859375,0.9001226806640625
-0.7959183673469388,0.3877551020408163,-0.9189180908203125,0.9214447021484375
-0.7959183673469388,0.4081632653061224,-0.93751611328125,0.937544677734375
-0.7959183673469388,0.42857142857142855,-0.953228759765625,0.953228759765625
-0.7959183673469388,0.44897959183673464,-0.9557315673828125,0.9593529052734375
-0.7959183673469388,0.4693877551020408,-0.9626121826171875,0.9667039794921874
-0.7959183673469388,0.4897959183673469,-0.9725560302734375,0.9725560302734375
-0.7959183673469388,0.5102040816326531,-0.9811552734375,0.9811552734375
-0.7959183673469388,0.5306122448979591,-0.9745235595703124,0.9804569091796875
-0.7959183673469388,0.5510204081632653,-0.9761458740234376,0.9830191650390625
-0.7959183673469388,0.5714285714285714,-0.977530517578125,0.985014404296875
-0.7959183673469388,0.5918367346938775,-0.9834559326171874,0.9852789306640625
-0.7959183673469388,0.6122448979591836,-0.9936473388671875,0.9936473388671875
-0.7959183673469388,0.6326530612244897,-0.9779278564453125,0.9883106689453125
-0.7959183673469388,0.6530612244897959,-0.99581640625,0.99581640625
-0.7959183673469388,0.673469387755102,-0.9965750732421875,0.9965750732421875
-0.7959183673469388,0.6938775510204082,-0.997202880859375,0.997202880859375
-0.7959183673469388,0.7142857142857142,-0.9867806396484375,0.9869403076171875
-0.7959183673469388,0.7346938775510203,-0.9981427001953125,0.9981427001953125
-0.7959183673469388,0.7551020408163265,-0.9984869384765624,0.9984869384765624
-0.7959183673469388,0.7755102040816326,-0.98370166015625,0.983979736328125
-0.7959183673469388,0.7959183673469387,-0.95881591796875,0.98691748046875
-0.7959183673469388,0.8163265306122448,-0.95423974609375,0.98584912109375
-0.7959183673469388,0.836734693877551,-0.9777431640625,0.97885400390625
-0.7959183673469388,0.8571428571428571,-0.9994422607421874,0.9994422607421874
-0.7959183673469388,0.8775510204081632,-0.9436295166015625,0.9847852783203125
-0.7959183673469388,0.8979591836734693,-0.9409444580078125,0.9850601806640625
-0.7959183673469388,0.9183673469387754,-0.999708984375,0.999708984375
-0.7959183673469388,0.9387755102040816,-0.9708841552734375,0.9734154052734375
-0.7959183673469388,0.9591836734693877,-0.9638673095703125,0.9666029052734375
-0.7959183673469388,0.9795918367346939,-0.99983056640625,0.99983056640625
-0.7959183673469388,1.0,-0.9998658447265625,0.9998658447265625
-0.7551020408163265,0.0,-0.0003060302734375,0.0062078857421875
-0.7551020408163265,0.02040816326530612,-0.0164144287109375,0.0166138916015625
-0.7551020408163265,0.04081632653061224,-0.036365234375,0.0364560546875
-0.7551020408163265,0.061224489795918366,-0.059846923828125,0.059846923828125
-0.7551020408163265,0.08163265306122448,-0.0877386474609375,0.0877386474609375
-0.7551020408163265,0.1020408163265306,-0.1212032470703125,0.1212032470703125
-0.7551020408163265,0.12244897959183673,-0.16057958984375,0.160985595703125
-0.7551020408163265,0.14285714285714285,-0.2079654541015625,0.2079654541015625
-0.7551020408163265,0.16326530612244897,-0.2638236083984375,0.2638236083984375
-0.7551020408163265,0.18367346938775508,-0.3292935791015625,0.3292935791015625
-0.7551020408163265,0.2040816326530612,-0.40477197265625,0.40477197265625
-0.7551020408163265,0.22448979591836732,-0.486334716796875,0.486334716796875
-0.7551020408163265,0.24489795918367346,-0.5677083740234375,0.5687764892578125
-0.7551020408163265,0.26530612244897955,-0.645841552734375,0.647121826171875
-0.7551020408163265,0.2857142857142857,-0.7215394287109375,0.7215394287109375
-0.7551020408163265,0.3061224489795918,-0.7799830322265625,0.7799830322265625
-0.7551020408163265,0.32653061224489793,-0.83094287109375,0.83094287109375
-0.7551020408163265,0.3469387755102041,-0.86532470703125,0.86532470703125
-0.7551020408163265,0.36734693877551017,-0.8977900390625,0.8977900390625
-0.7551020408163265,0.3877551020408163,-0.919962646484375,0.919962646484375
-0.7551020408163265,0.4081632653061224,-0.9305577392578125,0.9337720947265625
-0.7551020408163265,0.42857142857142855,-0.947768310546875,0.947768310546875
-0.7551020408163265,0.44897959183673464,-0.961024658203125,0.961024658203125
-0.7551020408163265,0.4693877551020408,-0.96585302734375,0.96585302734375
-0.7551020408163265,0.4897959183673469,-0.965583740234375,0.971033447265625
-0.7551020408163265,0.5102040816326531,-0.96994873046875,0.975629150390625
-0.7551020408163265,0.5306122448979591,-0.9803240966796875,0.9803240966796875
-0.7551020408163265,0.5510204081632653,-0.9828033447265625,0.9828033447265625
-0.7551020408163265,0.5714285714285714,-0.9763824462890625,0.9842186279296875
-0.7551020408163265,0.5918367346938775,-0.991687744140625,0.991687744140625
-0.7551020408163265,0.6122448979591836,-0.9932249755859375,0.9932249755859375
-0.7551020408163265,0.6326530612244897,-0.9944510498046875,0.9944510498046875
-0.7551020408163265,0.6530612244897959,-0.995506103515625,0.995506103515625
-0.7551020408163265,0.673469387755102,-0.9735762939453125,0.9884383544921875
-0.7551020408163265,0.6938775510204082,-0.97104541015625,0.988322998046875
-0.7551020408163265,0.7142857142857142,-0.997584716796875,0.997584716796875
-0.7551020408163265,0.7346938775510203,-0.998019775390625,0.998019775390625
-0.7551020408163265,0.7551020408163265,-0.9867813720703125,0.9867813720703125
-0.7551020408163265,0.7755102040816326,-0.9850228271484375,0.9850228271484375
-0.7551020408163265,0.7959183673469387,-0.983862060546875,0.983862060546875
-0.7551020408163265,0.8163265306122448,-0.9712291259765625,0.9767366943359375
-0.7551020408163265,0.836734693877551,-0.9387210693359375,0.9827510986328125
-0.7551020408163265,0.8571428571428571,-0.964788818359375,0.97391015625
-0.7551020408163265,0.8775510204081632,-0.9995025634765625,0.9995025634765625
-0.7551020408163265,0.8979591836734693,-0.9886807861328125,0.9886807861328125
-0.7551020408163265,0.9183673469387754,-0.9087921142578125,0.9777105712890625
-0.7551020408163265,0.9387755102040816,-0.981761962890625,0.981761962890625
-0.7551020408163265,0.9591836734693877,-0.99978662109375,0.99978662109375
-0.7551020408163265,0.9795918367346939,-0.979485107421875,0.9794931640625
-0.7551020408163265,1.0,-0.8786478271484375,0.9679688720703125
-0.7142857142857143,0.0,-0.000171875,0.006015380859375
-0.7142857142857143,0.02040816326530612,-0.016083984375,0.0163818359375
-0.7142857142857143,0.04081632653061224,-0.0347052001953125,0.0348416748046875
-0.7142857142857143,0.061224489795918366,-0.057259521484375,0.057259521484375
-0.7142857142857143,0.08163265306122448,-0.0830201416015625,0.0830201416015625
-0.7142857142857143,0.1020408163265306,-0.1146258544921875,0.1146258544921875
-0.7142857142857143,0.12244897959183673,-0.1528419189453125,0.1528419189453125
-0.7142857142857143,0.14285714285714285,-0.19814453125,0.19814453125
-0.7142857142857143,0.16326530612244897,-0.251522216796875,0.251522216796875
-0.7142857142857143,0.18367346938775508,-0.3144202880859375,0.3144202880859375
-0.7142857142857143,0.2040816326530612,-0.3868758544921875,0.3868758544921875
-0.7142857142857143,0.22448979591836732,-0.4681434326171875,0.4681434326171875
-0.7142857142857143,0.24489795918367346,-0.54830322265625,0.549418212890625
-0.7142857142857143,0.26530612244897955,-0.6318189697265625,0.6318189697265625
-0.7142857142857143,0.2857142857142857,-0.70503271484375,0.70503271484375
-0.7142857142857143,0.3061224489795918,-0.7669527587890625,0.7673927001953125
-0.7142857142857143,0.32653061224489793,-0.8201414794921875,0.8201414794921875
-0.7142857142857143,0.3469387755102041,-0.8557132568359375,0.8578707275390625
-0.7142857142857143,0.36734693877551017,-0.8919405517578125,0.8919405517578125
-0.7142857142857143,0.3877551020408163,-0.9126995849609375,0.9126995849609375
-0.7142857142857143,0.4081632653061224,-0.9336767578125,0.9336767578125
-0.7142857142857143,0.42857142857142855,-0.9481693115234375,0.9481693115234375
-0.7142857142857143,0.44897959183673464,-0.9508763427734375,0.9550706787109375
-0.7142857142857143,0.4693877551020408,-0.9673057861328125,0.9673057861328125
-0.7142857142857143,0.4897959183673469,-0.963924560546875,0.969304931640625
-0.7142857142857143,0.5102040816326531,-0.979301513671875,0.979301513671875
-0.7142857142857143,0.5306122448979591,-0.9704144287109375,0.9778262939453125
-0.7142857142857143,0.5510204081632653,-0.9864051513671875,0.9864051513671875
-0.7142857142857143,0.5714285714285714,-0.9740565185546874,0.9832012939453125
-0.7142857142857143,0.5918367346938775,-0.9737398681640625,0.9846336669921875
-0.7142857142857143,0.6122448979591836,-0.9850994873046875,0.9850994873046875
-0.7142857142857143,0.6326530612244897,-0.971881591796875,0.986401123046875
-0.7142857142857143,0.6530612244897959,-0.984970703125,0.985067626953125
-0.7142857142857143,0.673469387755102,-0.9851116943359375,0.9851116943359375
-0.7142857142857143,0.6938775510204082,-0.9795863037109375,0.9821173095703125
-0.7142857142857143,0.7142857142857142,-0.9974130859375,0.9974130859375
-0.7142857142857143,0.7346938775510203,-0.9979129638671875,0.9979129638671875
