# Steps: 4000000000
# Save frequency: 1000000
# M: 64
# L: 8
# beta: 1
# mu: 0.84
step,total_rods,horizontal_rods,vertical_rods
1330000000,370,7,363
1331000000,368,4,364
1332000000,382,1,381
1333000000,374,3,371
1334000000,369,0,369
1335000000,355,0,355
1336000000,366,0,366
1337000000,372,1,371
1338000000,375,4,371
1339000000,370,2,368
1340000000,366,0,366
1341000000,362,1,361
1342000000,367,0,367
1343000000,369,4,365
1344000000,368,8,360
1345000000,371,2,369
1346000000,364,9,355
1347000000,365,3,362
1348000000,371,6,365
1349000000,373,6,367
1350000000,382,0,382
1351000000,353,4,349
1352000000,364,6,358
1353000000,365,5,360
1354000000,366,5,361
1355000000,365,4,361
1356000000,367,0,367
1357000000,368,4,364
1358000000,368,4,364
1359000000,358,11,347
1360000000,366,15,351
1361000000,367,2,365
1362000000,369,1,368
1363000000,370,0,370
1364000000,365,0,365
1365000000,368,0,368
1366000000,380,4,376
1367000000,374,0,374
1368000000,378,0,378
1369000000,379,0,379
1370000000,376,2,374
1371000000,380,14,366
1372000000,374,10,364
1373000000,368,1,367
1374000000,374,4,370
1375000000,369,1,368
1376000000,367,11,356
1377000000,374,14,360
1378000000,353,4,349
1379000000,362,25,337
1380000000,368,12,356
1381000000,361,11,350
1382000000,366,5,361
1383000000,370,0,370
1384000000,372,2,370
1385000000,364,0,364
1386000000,356,6,350
1387000000,374,0,374
1388000000,362,0,362
1389000000,364,0,364
1390000000,367,0,367
1391000000,369,2,367
1392000000,372,2,370
1393000000,362,1,361
1394000000,373,0,373
1395000000,374,0,374
1396000000,370,4,366
1397000000,362,5,357
1398000000,372,0,372
1399000000,368,5,363
1400000000,362,12,350
1401000000,361,8,353
1402000000,365,24,341
1403000000,371,8,363
1404000000,376,0,376
1405000000,359,7,352
1406000000,370,0,370
1407000000,372,2,370
1408000000,358,0,358
1409000000,370,1,369
1410000000,370,7,363
1411000000,371,5,366
1412000000,374,4,370
1413000000,366,2,364
1414000000,366,7,359
1415000000,372,5,367
1416000000,365,6,359
1417000000,359,1,358
1418000000,366,1,365
1419000000,375,1,374
1420000000,365,8,357
1421000000,382,14,368
1422000000,363,30,333
1423000000,368,19,349
1424000000,363,21,342
1425000000,369,13,356
1426000000,366,5,361
1427000000,369,0,369
1428000000,368,0,368
1429000000,369,0,369
1430000000,378,6,372
1431000000,363,4,359
1432000000,368,14,354
1433000000,372,13,359
1434000000,359,0,359
1435000000,372,0,372
1436000000,368,1,367
1437000000,362,0,362
1438000000,379,4,375
1439000000,366,6,360
1440000000,367,4,363
1441000000,369,1,368
1442000000,368,0,368
1443000000,375,0,375
1444000000,365,0,365
1445000000,354,0,354
1446000000,369,2,367
1447000000,361,10,351
1448000000,377,0,377
1449000000,369,1,368
1450000000,376,0,376
1451000000,371,2,369
1452000000,359,3,356
1453000000,380,0,380
1454000000,366,1,365
1455000000,373,1,372
1456000000,366,5,361
1457000000,379,5,374
1458000000,370,1,369
1459000000,362,3,359
1460000000,367,12,355
1461000000,366,6,360
1462000000,366,3,363
1463000000,377,1,376
1464000000,371,6,365
1465000000,367,17,350
1466000000,375,10,365
1467000000,366,0,366
1468000000,359,7,352
1469000000,370,8,362
1470000000,368,3,365
1471000000,368,2,366
1472000000,361,11,350
1473000000,366,4,362
1474000000,378,0,378
1475000000,368,0,368
1476000000,375,3,372
1477000000,365,2,363
1478000000,383,0,383
1479000000,377,7,370
1480000000,375,8,367
1481000000,360,0,360
1482000000,374,0,374
1483000000,370,0,370
1484000000,377,1,376
1485000000,374,0,374
1486000000,372,6,366
1487000000,363,6,357
1488000000,367,14,353
1489000000,377,15,362
1490000000,371,13,358
1491000000,374,11,363
1492000000,379,2,377
1493000000,362,1,361
1494000000,362,1,361
1495000000,365,12,353
1496000000,361,14,347
1497000000,366,29,337
1498000000,372,15,357
1499000000,360,12,348
1500000000,369,17,352
1501000000,368,17,351
1502000000,374,4,370
1503000000,367,4,363
1504000000,360,4,356
1505000000,376,2,374
1506000000,361,0,361
1507000000,360,0,360
1508000000,370,4,366
1509000000,368,5,363
1510000000,373,3,370
1511000000,358,0,358
1512000000,374,0,374
1513000000,367,3,364
1514000000,367,4,363
1515000000,372,0,372
1516000000,365,0,365
1517000000,376,6,370
1518000000,363,1,362
1519000000,381,10,371
1520000000,369,3,366
1521000000,370,9,361
1522000000,367,0,367
1523000000,362,1,361
1524000000,377,0,377
1525000000,376,7,369
1526000000,358,3,355
1527000000,373,2,371
1528000000,368,9,359
1529000000,365,14,351
1530000000,369,9,360
1531000000,377,10,367
1532000000,368,15,353
1533000000,372,0,372
1534000000,367,3,364
1535000000,360,23,337
1536000000,360,15,345
1537000000,366,13,353
1538000000,375,20,355
1539000000,370,9,361
1540000000,373,7,366
1541000000,364,2,362
1542000000,364,7,357
1543000000,366,5,361
1544000000,367,5,362
1545000000,375,0,375
1546000000,370,0,370
1547000000,370,10,360
1548000000,377,4,373
1549000000,376,14,362
1550000000,369,14,355
1551000000,369,11,358
1552000000,372,2,370
1553000000,357,3,354
1554000000,368,3,365
1555000000,369,2,367
1556000000,362,5,357
1557000000,375,10,365
1558000000,374,9,365
1559000000,372,4,368
1560000000,357,3,354
1561000000,364,5,359
1562000000,368,6,362
1563000000,367,0,367
1564000000,365,0,365
1565000000,370,0,370
1566000000,373,7,366
1567000000,371,0,371
1568000000,361,0,361
1569000000,368,0,368
1570000000,369,22,347
1571000000,365,13,352
1572000000,368,8,360
1573000000,368,8,360
1574000000,379,17,362
1575000000,369,10,359
1576000000,378,6,372
1577000000,377,0,377
1578000000,372,4,368
1579000000,377,0,377
1580000000,364,8,356
1581000000,369,10,359
1582000000,372,0,372
1583000000,367,0,367
1584000000,375,0,375
1585000000,371,0,371
1586000000,367,0,367
1587000000,380,6,374
1588000000,366,0,366
1589000000,368,0,368
1590000000,367,0,367
1591000000,365,0,365
1592000000,365,1,364
1593000000,364,2,362
1594000000,369,0,369
1595000000,373,2,371
1596000000,367,4,363
1597000000,377,5,372
1598000000,364,11,353
1599000000,361,14,347
1600000000,369,7,362
1601000000,367,13,354
1602000000,363,8,355
1603000000,363,9,354
1604000000,368,9,359
1605000000,352,20,332
1606000000,365,15,350
1607000000,363,1,362
1608000000,362,4,358
1609000000,367,0,367
1610000000,370,1,369
1611000000,371,1,370
1612000000,364,0,364
1613000000,365,0,365
1614000000,379,7,372
1615000000,379,13,366
1616000000,373,11,362
1617000000,365,9,356
1618000000,370,14,356
1619000000,377,23,354
1620000000,372,12,360
1621000000,367,11,356
1622000000,360,17,343
1623000000,378,7,371
1624000000,366,0,366
1625000000,364,0,364
1626000000,367,5,362
1627000000,364,0,364
1628000000,385,1,384
1629000000,364,13,351
1630000000,365,15,350
1631000000,368,8,360
1632000000,369,11,358
1633000000,377,10,367
1634000000,373,2,371
1635000000,369,3,366
1636000000,371,0,371
1637000000,375,8,367
1638000000,355,5,350
1639000000,369,5,364
1640000000,379,1,378
1641000000,376,10,366
1642000000,378,0,378
1643000000,360,0,360
1644000000,364,0,364
1645000000,363,2,361
1646000000,374,10,364
1647000000,353,9,344
1648000000,366,2,364
1649000000,356,1,355
1650000000,374,0,374
1651000000,373,0,373
1652000000,367,9,358
1653000000,363,10,353
1654000000,379,2,377
1655000000,361,0,361
1656000000,371,0,371
1657000000,366,5,361
1658000000,366,1,365
1659000000,353,5,348
1660000000,365,0,365
1661000000,367,0,367
1662000000,367,4,363
1663000000,373,0,373
1664000000,363,2,361
1665000000,371,4,367
1666000000,376,0,376
1667000000,365,0,365
1668000000,367,5,362
1669000000,357,2,355
1670000000,371,0,371
1671000000,362,11,351
1672000000,369,6,363
1673000000,363,7,356
1674000000,367,5,362
1675000000,372,0,372
1676000000,382,0,382
1677000000,363,0,363
1678000000,361,0,361
1679000000,378,0,378
1680000000,365,2,363
1681000000,376,2,374
1682000000,373,1,372
1683000000,362,10,352
1684000000,365,7,358
1685000000,369,5,364
1686000000,377,8,369
1687000000,364,10,354
1688000000,357,14,343
1689000000,367,15,352
1690000000,356,14,342
1691000000,366,13,353
1692000000,366,0,366
1693000000,378,9,369
1694000000,369,9,360
1695000000,366,11,355
1696000000,365,3,362
1697000000,363,30,333
1698000000,364,14,350
1699000000,368,12,356
1700000000,365,8,357
1701000000,367,8,359
1702000000,375,13,362
1703000000,357,18,339
1704000000,364,10,354
1705000000,373,0,373
1706000000,364,2,362
1707000000,364,2,362
1708000000,373,6,367
1709000000,361,2,359
1710000000,360,0,360
1711000000,363,3,360
1712000000,366,4,362
1713000000,361,0,361
1714000000,382,0,382
1715000000,375,0,375
1716000000,370,0,370
1717000000,375,0,375
1718000000,368,7,361
1719000000,376,0,376
1720000000,365,0,365
1721000000,371,0,371
1722000000,369,1,368
1723000000,363,4,359
1724000000,361,5,356
1725000000,366,0,366
1726000000,362,0,362
1727000000,365,0,365
1728000000,366,5,361
1729000000,366,4,362
1730000000,362,0,362
1731000000,377,4,373
1732000000,368,0,368
1733000000,373,1,372
1734000000,361,4,357
1735000000,368,2,366
1736000000,359,5,354
1737000000,373,0,373
1738000000,364,4,360
1739000000,371,8,363
1740000000,377,5,372
1741000000,377,2,375
1742000000,364,0,364
1743000000,369,1,368
1744000000,372,0,372
1745000000,375,3,372
1746000000,376,7,369
1747000000,369,13,356
1748000000,369,12,357
1749000000,361,12,349
1750000000,370,5,365
1751000000,368,7,361
1752000000,370,2,368
1753000000,370,4,366
1754000000,364,4,360
1755000000,368,3,365
1756000000,360,8,352
1757000000,363,16,347
1758000000,369,6,363
1759000000,366,8,358
1760000000,373,3,370
1761000000,353,0,353
1762000000,362,9,353
1763000000,357,12,345
1764000000,361,7,354
1765000000,360,0,360
1766000000,372,7,365
1767000000,369,7,362
1768000000,372,12,360
1769000000,365,20,345
1770000000,358,16,342
1771000000,367,1,366
1772000000,366,3,363
1773000000,356,3,353
1774000000,371,0,371
1775000000,361,1,360
1776000000,371,0,371
1777000000,364,13,351
1778000000,364,0,364
1779000000,365,0,365
1780000000,361,0,361
1781000000,369,0,369
1782000000,366,2,364
1783000000,368,2,366
1784000000,378,1,377
1785000000,370,4,366
1786000000,369,0,369
1787000000,373,6,367
1788000000,368,2,366
1789000000,372,0,372
1790000000,364,0,364
1791000000,365,1,364
1792000000,365,0,365
1793000000,378,5,373
1794000000,378,2,376
1795000000,376,1,375
1796000000,372,1,371
1797000000,370,2,368
1798000000,380,0,380
1799000000,365,0,365
1800000000,363,2,361
1801000000,365,0,365
1802000000,362,0,362
1803000000,380,7,373
1804000000,365,11,354
1805000000,366,18,348
1806000000,356,9,347
1807000000,375,26,349
1808000000,363,17,346
1809000000,366,23,343
1810000000,363,18,345
1811000000,368,26,342
1812000000,347,22,325
1813000000,367,13,354
1814000000,358,13,345
1815000000,358,9,349
1816000000,369,11,358
1817000000,366,7,359
1818000000,385,10,375
1819000000,370,2,368
1820000000,369,0,369
1821000000,374,15,359
1822000000,374,12,362
1823000000,370,6,364
1824000000,378,1,377
1825000000,353,4,349
1826000000,366,9,357
1827000000,358,24,334
1828000000,362,25,337
1829000000,363,33,330
1830000000,368,10,358
1831000000,366,8,358
1832000000,370,6,364
1833000000,380,0,380
1834000000,376,8,368
1835000000,375,11,364
1836000000,364,13,351
1837000000,359,6,353
1838000000,365,1,364
1839000000,376,0,376
1840000000,358,6,352
1841000000,368,0,368
1842000000,369,5,364
1843000000,369,11,358
1844000000,360,12,348
1845000000,365,11,354
1846000000,370,16,354
1847000000,369,0,369
1848000000,376,0,376
1849000000,370,6,364
1850000000,371,7,364
1851000000,372,5,367
1852000000,363,5,358
1853000000,380,7,373
1854000000,363,10,353
1855000000,368,11,357
1856000000,365,6,359
1857000000,378,8,370
1858000000,375,10,365
1859000000,371,5,366
1860000000,364,7,357
1861000000,376,0,376
1862000000,367,4,363
1863000000,371,0,371
1864000000,371,2,369
1865000000,370,10,360
1866000000,369,0,369
1867000000,374,0,374
1868000000,362,1,361
1869000000,370,4,366
1870000000,364,15,349
1871000000,365,15,350
1872000000,379,7,372
1873000000,381,0,381
1874000000,366,1,365
1875000000,366,16,350
1876000000,360,34,326
1877000000,364,24,340
1878000000,368,17,351
1879000000,371,8,363
1880000000,364,8,356
1881000000,378,26,352
1882000000,371,16,355
1883000000,377,4,373
1884000000,387,1,386
1885000000,366,7,359
1886000000,368,1,367
1887000000,376,1,375
1888000000,374,5,369
1889000000,367,0,367
1890000000,358,0,358
1891000000,379,0,379
1892000000,364,3,361
1893000000,376,8,368
1894000000,366,0,366
1895000000,371,0,371
1896000000,373,1,372
1897000000,368,5,363
1898000000,374,1,373
1899000000,374,0,374
1900000000,377,1,376
1901000000,383,1,382
1902000000,365,8,357
1903000000,376,1,375
1904000000,369,16,353
1905000000,364,8,356
1906000000,374,9,365
1907000000,370,10,360
1908000000,360,9,351
1909000000,376,7,369
1910000000,374,4,370
1911000000,372,2,370
1912000000,368,0,368
1913000000,366,0,366
1914000000,365,15,350
1915000000,364,5,359
1916000000,371,18,353
1917000000,369,18,351
1918000000,366,5,361
1919000000,363,0,363
1920000000,382,0,382
1921000000,367,5,362
1922000000,371,6,365
1923000000,357,3,354
1924000000,375,1,374
1925000000,359,0,359
1926000000,367,1,366
1927000000,373,0,373
1928000000,364,0,364
1929000000,379,0,379
1930000000,365,0,365
1931000000,368,1,367
1932000000,361,0,361
1933000000,376,4,372
1934000000,377,0,377
1935000000,369,4,365
1936000000,362,10,352
1937000000,367,0,367
1938000000,362,11,351
1939000000,368,23,345
1940000000,363,15,348
1941000000,362,16,346
1942000000,358,20,338
1943000000,361,23,338
1944000000,372,10,362
1945000000,368,14,354
1946000000,355,25,330
1947000000,363,51,312
1948000000,359,37,322
1949000000,366,14,352
1950000000,368,16,352
1951000000,371,11,360
1952000000,366,15,351
1953000000,367,15,352
1954000000,363,22,341
1955000000,356,12,344
1956000000,364,16,348
1957000000,367,7,360
1958000000,361,2,359
1959000000,371,4,367
1960000000,359,16,343
1961000000,363,32,331
1962000000,356,38,318
1963000000,371,26,345
1964000000,375,30,345
1965000000,376,28,348
1966000000,360,21,339
1967000000,373,21,352
1968000000,369,26,343
1969000000,365,26,339
1970000000,373,15,358
1971000000,378,8,370
1972000000,355,0,355
1973000000,360,1,359
1974000000,385,0,385
1975000000,376,4,372
1976000000,371,9,362
1977000000,371,5,366
1978000000,374,8,366
1979000000,386,2,384
1980000000,363,5,358
1981000000,363,3,360
1982000000,374,18,356
1983000000,374,5,369
1984000000,373,0,373
1985000000,377,7,370
1986000000,367,0,367
1987000000,369,1,368
1988000000,361,2,359
1989000000,371,0,371
1990000000,377,1,376
1991000000,379,1,378
1992000000,367,7,360
1993000000,368,3,365
1994000000,369,0,369
1995000000,368,1,367
1996000000,370,0,370
1997000000,354,0,354
1998000000,374,12,362
1999000000,357,8,349
2000000000,360,6,354
2001000000,360,6,354
2002000000,369,0,369
2003000000,372,6,366
2004000000,364,0,364
2005000000,367,0,367
2006000000,363,0,363
2007000000,372,0,372
2008000000,371,0,371
2009000000,370,1,369
2010000000,377,6,371
2011000000,374,13,361
2012000000,376,17,359
2013000000,370,10,360
2014000000,373,22,351
2015000000,373,19,354
2016000000,365,32,333
2017000000,363,39,324
2018000000,365,13,352
2019000000,364,13,351
2020000000,362,16,346
2021000000,373,12,361
2022000000,379,0,379
2023000000,372,4,368
2024000000,368,8,360
2025000000,364,16,348
2026000000,368,9,359
2027000000,362,12,350
2028000000,361,8,353
2029000000,361,2,359
2030000000,362,0,362
2031000000,371,0,371
2032000000,352,4,348
2033000000,368,0,368
2034000000,365,1,364
2035000000,366,5,361
2036000000,362,0,362
2037000000,362,7,355
2038000000,368,6,362
2039000000,366,13,353
2040000000,361,15,346
2041000000,372,4,368
2042000000,374,1,373
2043000000,367,2,365
2044000000,370,5,365
2045000000,373,0,373
2046000000,360,1,359
2047000000,376,0,376
2048000000,369,0,369
2049000000,369,1,368
2050000000,371,0,371
2051000000,372,1,371
2052000000,366,3,363
2053000000,369,5,364
2054000000,366,2,364
2055000000,367,1,366
2056000000,371,1,370
2057000000,356,2,354
2058000000,374,0,374
2059000000,368,1,367
2060000000,375,3,372
2061000000,360,8,352
2062000000,376,8,368
2063000000,375,2,373
2064000000,368,2,366
2065000000,361,3,358
2066000000,378,0,378
2067000000,365,0,365
2068000000,366,6,360
2069000000,364,4,360
2070000000,371,0,371
2071000000,372,1,371
2072000000,354,0,354
2073000000,376,0,376
2074000000,369,0,369
2075000000,368,1,367
2076000000,363,10,353
2077000000,365,9,356
2078000000,368,6,362
2079000000,369,5,364
2080000000,377,18,359
2081000000,365,14,351
2082000000,363,20,343
2083000000,352,26,326
2084000000,367,18,349
2085000000,368,8,360
2086000000,367,16,351
2087000000,374,12,362
2088000000,366,12,354
2089000000,372,7,365
2090000000,373,1,372
2091000000,370,13,357
2092000000,373,9,364
2093000000,368,9,359
2094000000,364,4,360
2095000000,367,7,360
2096000000,347,6,341
2097000000,375,0,375
2098000000,357,4,353
2099000000,360,2,358
2100000000,374,0,374
2101000000,367,2,365
2102000000,379,4,375
2103000000,371,1,370
2104000000,374,5,369
2105000000,371,0,371
2106000000,369,0,369
2107000000,368,7,361
2108000000,369,16,353
2109000000,364,11,353
2110000000,370,13,357
2111000000,369,3,366
2112000000,365,6,359
2113000000,379,18,361
2114000000,370,3,367
2115000000,371,1,370
2116000000,370,0,370
2117000000,370,0,370
2118000000,373,0,373
2119000000,372,1,371
2120000000,363,3,360
2121000000,387,2,385
2122000000,383,0,383
2123000000,372,0,372
2124000000,361,0,361
2125000000,366,1,365
2126000000,370,2,368
2127000000,370,0,370
2128000000,373,0,373
2129000000,371,3,368
2130000000,369,1,368
2131000000,376,2,374
2132000000,377,2,375
2133000000,360,11,349
2134000000,369,3,366
2135000000,367,5,362
2136000000,372,2,370
2137000000,362,2,360
2138000000,368,2,366
2139000000,355,10,345
2140000000,369,12,357
2141000000,355,24,331
2142000000,377,21,356
2143000000,362,9,353
2144000000,372,5,367
2145000000,376,6,370
2146000000,373,10,363
2147000000,367,16,351
2148000000,368,15,353
2149000000,367,10,357
2150000000,368,13,355
2151000000,374,8,366
2152000000,358,3,355
2153000000,369,0,369
2154000000,372,5,367
2155000000,360,0,360
2156000000,376,0,376
2157000000,375,0,375
2158000000,366,2,364
2159000000,364,0,364
2160000000,359,5,354
2161000000,363,7,356
2162000000,371,4,367
2163000000,381,1,380
2164000000,364,0,364
2165000000,363,0,363
2166000000,368,0,368
2167000000,375,0,375
2168000000,370,0,370
2169000000,367,10,357
2170000000,367,15,352
2171000000,363,12,351
2172000000,370,0,370
2173000000,367,17,350
2174000000,368,0,368
2175000000,373,1,372
2176000000,374,0,374
2177000000,367,0,367
2178000000,367,0,367
2179000000,364,12,352
2180000000,366,11,355
2181000000,365,8,357
2182000000,370,22,348
2183000000,370,24,346
2184000000,364,21,343
2185000000,378,11,367
2186000000,360,16,344
2187000000,376,12,364
2188000000,365,25,340
2189000000,362,10,352
2190000000,365,3,362
2191000000,359,0,359
2192000000,372,2,370
2193000000,376,10,366
2194000000,368,0,368
2195000000,365,5,360
2196000000,365,7,358
2197000000,374,7,367
2198000000,383,0,383
2199000000,362,0,362
2200000000,369,0,369
2201000000,374,1,373
2202000000,370,0,370
2203000000,359,0,359
2204000000,375,6,369
2205000000,368,6,362
2206000000,363,0,363
2207000000,364,0,364
2208000000,363,6,357
2209000000,370,0,370
2210000000,364,2,362
2211000000,361,6,355
2212000000,354,6,348
2213000000,375,3,372
2214000000,372,0,372
2215000000,376,0,376
2216000000,377,0,377
2217000000,372,0,372
2218000000,370,0,370
2219000000,378,2,376
2220000000,369,0,369
2221000000,376,8,368
2222000000,366,1,365
2223000000,367,2,365
2224000000,370,0,370
2225000000,366,1,365
2226000000,367,7,360
2227000000,361,4,357
2228000000,364,1,363
2229000000,387,0,387
2230000000,366,2,364
2231000000,364,2,362
2232000000,374,0,374
2233000000,376,1,375
2234000000,373,1,372
2235000000,374,0,374
2236000000,374,0,374
2237000000,369,0,369
2238000000,367,0,367
2239000000,375,1,374
2240000000,373,0,373
2241000000,363,0,363
2242000000,372,0,372
2243000000,372,0,372
2244000000,367,11,356
2245000000,370,5,365
2246000000,365,10,355
2247000000,362,0,362
2248000000,372,3,369
2249000000,364,0,364
2250000000,362,9,353
2251000000,377,2,375
2252000000,364,2,362
2253000000,365,7,358
2254000000,372,0,372
2255000000,365,3,362
2256000000,371,0,371
2257000000,375,3,372
2258000000,355,8,347
2259000000,363,7,356
2260000000,376,0,376
2261000000,378,1,377
2262000000,370,17,353
2263000000,361,15,346
2264000000,379,14,365
2265000000,366,3,363
2266000000,373,0,373
2267000000,372,2,370
2268000000,373,0,373
2269000000,375,1,374
2270000000,360,10,350
2271000000,372,1,371
2272000000,362,0,362
2273000000,367,4,363
2274000000,372,18,354
2275000000,367,14,353
2276000000,362,14,348
2277000000,361,5,356
2278000000,363,16,347
2279000000,359,27,332
2280000000,379,21,358
2281000000,367,17,350
2282000000,359,17,342
2283000000,364,14,350
2284000000,369,12,357
2285000000,367,3,364
2286000000,356,6,350
2287000000,371,7,364
2288000000,364,0,364
2289000000,374,0,374
2290000000,363,2,361
2291000000,373,0,373
2292000000,379,11,368
2293000000,358,14,344
2294000000,370,34,336
2295000000,362,21,341
2296000000,364,39,325
2297000000,370,19,351
2298000000,367,18,349
2299000000,367,2,365
2300000000,373,0,373
2301000000,369,0,369
2302000000,376,3,373
2303000000,371,0,371
2304000000,364,6,358
2305000000,360,10,350
2306000000,366,6,360
2307000000,364,11,353
2308000000,367,0,367
2309000000,386,4,382
2310000000,378,4,374
2311000000,367,2,365
2312000000,369,0,369
2313000000,374,5,369
2314000000,380,0,380
2315000000,366,1,365
2316000000,364,0,364
2317000000,369,3,366
2318000000,372,27,345
2319000000,371,0,371
2320000000,372,0,372
2321000000,370,0,370
2322000000,376,0,376
2323000000,374,2,372
2324000000,365,5,360
2325000000,371,0,371
2326000000,372,2,370
2327000000,372,4,368
2328000000,375,5,370
2329000000,364,2,362
2330000000,363,3,360
2331000000,372,2,370
2332000000,369,0,369
2333000000,356,1,355
2334000000,370,0,370
2335000000,373,8,365
2336000000,372,8,364
2337000000,369,0,369
2338000000,372,8,364
2339000000,377,10,367
2340000000,368,11,357
2341000000,359,12,347
2342000000,367,3,364
2343000000,372,0,372
2344000000,366,0,366
2345000000,370,6,364
2346000000,371,10,361
2347000000,370,2,368
2348000000,369,6,363
2349000000,371,8,363
2350000000,370,4,366
2351000000,371,9,362
2352000000,372,9,363
2353000000,366,1,365
2354000000,363,9,354
2355000000,365,1,364
2356000000,363,3,360
2357000000,367,4,363
2358000000,365,3,362
2359000000,369,0,369
2360000000,383,0,383
2361000000,365,7,358
2362000000,367,1,366
2363000000,372,5,367
2364000000,380,2,378
2365000000,372,0,372
2366000000,353,0,353
2367000000,380,2,378
2368000000,375,0,375
2369000000,363,1,362
2370000000,360,15,345
2371000000,355,13,342
2372000000,369,11,358
2373000000,374,18,356
2374000000,361,6,355
2375000000,366,0,366
2376000000,369,5,364
2377000000,369,7,362
2378000000,372,2,370
2379000000,379,8,371
2380000000,364,3,361
2381000000,376,0,376
2382000000,376,4,372
2383000000,379,0,379
2384000000,370,0,370
2385000000,369,1,368
2386000000,373,0,373
2387000000,376,4,372
2388000000,368,1,367
2389000000,366,1,365
2390000000,374,2,372
2391000000,380,0,380
2392000000,374,0,374
2393000000,371,9,362
2394000000,365,17,348
2395000000,363,5,358
2396000000,353,8,345
2397000000,378,2,376
2398000000,366,0,366
2399000000,376,8,368
2400000000,374,8,366
2401000000,374,15,359
2402000000,373,11,362
2403000000,376,4,372
2404000000,372,0,372
2405000000,357,4,353
2406000000,379,14,365
2407000000,363,13,350
2408000000,363,6,357
2409000000,361,7,354
2410000000,374,1,373
2411000000,375,5,370
2412000000,365,0,365
2413000000,372,1,371
2414000000,366,0,366
2415000000,372,0,372
2416000000,376,0,376
2417000000,374,0,374
2418000000,376,8,368
2419000000,373,2,371
2420000000,363,1,362
2421000000,372,5,367
2422000000,366,12,354
2423000000,356,15,341
2424000000,372,13,359
2425000000,373,11,362
2426000000,351,14,337
2427000000,359,10,349
2428000000,359,4,355
2429000000,367,8,359
2430000000,371,1,370
2431000000,355,10,345
2432000000,363,5,358
2433000000,364,1,363
2434000000,362,2,360
2435000000,358,0,358
2436000000,384,11,373
2437000000,371,24,347
2438000000,369,25,344
2439000000,366,32,334
2440000000,360,22,338
2441000000,373,33,340
2442000000,366,36,330
2443000000,363,43,320
2444000000,366,45,321
2445000000,364,36,328
2446000000,366,33,333
2447000000,365,44,321
2448000000,371,35,336
2449000000,371,25,346
2450000000,358,23,335
2451000000,376,9,367
2452000000,374,0,374
2453000000,367,2,365
2454000000,373,0,373
2455000000,366,2,364
2456000000,363,0,363
2457000000,367,0,367
2458000000,367,10,357
2459000000,364,11,353
2460000000,359,22,337
2461000000,356,18,338
2462000000,365,13,352
2463000000,378,4,374
2464000000,374,8,366
2465000000,362,0,362
2466000000,372,1,371
2467000000,361,0,361
2468000000,382,1,381
2469000000,360,9,351
2470000000,366,8,358
2471000000,363,7,356
2472000000,370,0,370
2473000000,368,2,366
2474000000,372,2,370
2475000000,372,0,372
2476000000,369,3,366
2477000000,382,0,382
2478000000,362,1,361
2479000000,368,0,368
2480000000,367,0,367
2481000000,374,0,374
2482000000,369,0,369
2483000000,371,2,369
2484000000,364,0,364
2485000000,380,2,378
2486000000,368,0,368
2487000000,360,1,359
2488000000,369,6,363
2489000000,372,7,365
2490000000,358,0,358
2491000000,376,2,374
2492000000,375,0,375
2493000000,372,7,365
2494000000,362,4,358
2495000000,356,2,354
2496000000,366,1,365
2497000000,367,3,364
2498000000,369,3,366
2499000000,367,4,363
2500000000,375,1,374
2501000000,379,9,370
2502000000,368,13,355
2503000000,369,4,365
2504000000,369,19,350
2505000000,376,21,355
2506000000,371,29,342
2507000000,375,46,329
2508000000,358,53,305
2509000000,357,46,311
2510000000,364,44,320
2511000000,355,38,317
2512000000,359,40,319
2513000000,363,25,338
2514000000,369,23,346
2515000000,367,11,356
2516000000,367,13,354
2517000000,360,4,356
2518000000,368,2,366
2519000000,371,0,371
2520000000,372,0,372
2521000000,362,3,359
2522000000,355,3,352
2523000000,363,0,363
2524000000,374,8,366
2525000000,374,3,371
2526000000,364,4,360
2527000000,357,3,354
2528000000,363,4,359
2529000000,370,2,368
2530000000,360,1,359
2531000000,362,0,362
2532000000,356,2,354
2533000000,375,5,370
2534000000,373,1,372
2535000000,367,7,360
2536000000,370,1,369
2537000000,371,2,369
2538000000,371,10,361
2539000000,366,18,348
2540000000,364,7,357
2541000000,368,12,356
2542000000,368,9,359
2543000000,369,2,367
2544000000,368,8,360
2545000000,377,8,369
2546000000,381,0,381
2547000000,375,1,374
2548000000,365,7,358
2549000000,364,12,352
2550000000,374,14,360
2551000000,365,1,364
2552000000,357,6,351
2553000000,371,0,371
2554000000,366,0,366
2555000000,375,6,369
2556000000,374,0,374
2557000000,375,1,374
2558000000,367,3,364
2559000000,366,2,364
2560000000,374,0,374
2561000000,378,0,378
2562000000,353,9,344
2563000000,348,13,335
2564000000,366,8,358
2565000000,367,14,353
2566000000,370,2,368
2567000000,369,9,360
2568000000,377,0,377
2569000000,376,0,376
2570000000,361,0,361
2571000000,362,0,362
2572000000,374,0,374
2573000000,374,1,373
2574000000,371,7,364
2575000000,361,18,343
2576000000,369,13,356
2577000000,370,16,354
2578000000,373,4,369
2579000000,372,0,372
2580000000,368,7,361
2581000000,355,0,355
2582000000,368,1,367
2583000000,368,0,368
2584000000,372,6,366
2585000000,365,2,363
2586000000,374,0,374
2587000000,366,0,366
2588000000,373,0,373
2589000000,368,0,368
2590000000,368,4,364
2591000000,372,0,372
2592000000,375,4,371
2593000000,362,0,362
2594000000,357,1,356
2595000000,363,5,358
