# Steps: 4000000000
# Save frequency: 1000000
# M: 64
# L: 8
# beta: 1
# mu: 0.84
step,total_rods,horizontal_rods,vertical_rods
2596000000,368,5,363
2597000000,369,12,357
2598000000,375,17,358
2599000000,372,8,364
2600000000,375,8,367
2601000000,371,18,353
2602000000,367,3,364
2603000000,371,1,370
2604000000,371,0,371
2605000000,372,4,368
2606000000,364,3,361
2607000000,368,1,367
2608000000,374,1,373
2609000000,375,1,374
2610000000,368,2,366
2611000000,367,0,367
2612000000,376,0,376
2613000000,356,2,354
2614000000,368,3,365
2615000000,364,7,357
2616000000,365,11,354
2617000000,372,1,371
2618000000,373,0,373
2619000000,369,0,369
2620000000,368,1,367
2621000000,368,4,364
2622000000,377,2,375
2623000000,362,6,356
2624000000,358,11,347
2625000000,361,10,351
2626000000,362,19,343
2627000000,362,9,353
2628000000,365,18,347
2629000000,360,27,333
2630000000,354,14,340
2631000000,369,13,356
2632000000,361,25,336
2633000000,372,19,353
2634000000,365,4,361
2635000000,354,14,340
2636000000,370,9,361
2637000000,373,9,364
2638000000,364,1,363
2639000000,368,0,368
2640000000,360,3,357
2641000000,370,0,370
2642000000,375,0,375
2643000000,356,0,356
2644000000,372,0,372
2645000000,379,2,377
2646000000,364,0,364
2647000000,379,4,375
2648000000,370,0,370
2649000000,377,2,375
2650000000,360,1,359
2651000000,368,4,364
2652000000,372,6,366
2653000000,364,14,350
2654000000,362,7,355
2655000000,365,14,351
2656000000,367,9,358
2657000000,365,4,361
2658000000,358,10,348
2659000000,383,1,382
2660000000,367,5,362
2661000000,361,4,357
2662000000,363,0,363
2663000000,376,8,368
2664000000,355,0,355
2665000000,357,2,355
2666000000,360,0,360
2667000000,368,6,362
2668000000,377,7,370
2669000000,364,7,357
2670000000,364,16,348
2671000000,368,12,356
2672000000,365,28,337
2673000000,367,39,328
2674000000,365,23,342
2675000000,372,26,346
2676000000,382,11,371
2677000000,368,7,361
2678000000,374,10,364
2679000000,365,9,356
2680000000,380,0,380
2681000000,365,5,360
2682000000,376,10,366
2683000000,361,3,358
2684000000,372,16,356
2685000000,372,18,354
2686000000,368,4,364
2687000000,369,0,369
2688000000,365,0,365
2689000000,360,1,359
2690000000,351,2,349
2691000000,381,5,376
2692000000,368,5,363
2693000000,380,7,373
2694000000,363,1,362
2695000000,365,1,364
2696000000,363,6,357
2697000000,371,18,353
2698000000,372,12,360
2699000000,365,16,349
2700000000,369,21,348
2701000000,357,15,342
2702000000,354,5,349
2703000000,358,10,348
2704000000,369,18,351
2705000000,364,12,352
2706000000,366,4,362
2707000000,371,0,371
2708000000,367,0,367
2709000000,360,5,355
2710000000,371,17,354
2711000000,369,23,346
2712000000,363,19,344
2713000000,370,20,350
2714000000,360,19,341
2715000000,375,24,351
2716000000,379,14,365
2717000000,366,17,349
2718000000,357,12,345
2719000000,371,0,371
2720000000,369,2,367
2721000000,369,1,368
2722000000,367,1,366
2723000000,378,4,374
2724000000,365,1,364
2725000000,377,6,371
2726000000,378,1,377
2727000000,365,4,361
2728000000,363,0,363
2729000000,354,2,352
2730000000,361,0,361
2731000000,368,1,367
2732000000,358,0,358
2733000000,362,5,357
2734000000,370,9,361
2735000000,364,4,360
2736000000,360,5,355
2737000000,358,9,349
2738000000,358,7,351
2739000000,370,3,367
2740000000,372,1,371
2741000000,366,2,364
2742000000,367,1,366
2743000000,373,2,371
2744000000,383,0,383
2745000000,364,1,363
2746000000,370,6,364
2747000000,363,11,352
2748000000,368,9,359
2749000000,368,3,365
2750000000,367,0,367
2751000000,373,2,371
2752000000,377,7,370
2753000000,378,6,372
2754000000,364,0,364
2755000000,376,5,371
2756000000,369,0,369
2757000000,359,2,357
2758000000,358,12,346
2759000000,364,15,349
2760000000,370,3,367
2761000000,362,7,355
2762000000,358,7,351
2763000000,381,4,377
2764000000,367,8,359
2765000000,374,8,366
2766000000,372,5,367
2767000000,369,0,369
2768000000,369,0,369
2769000000,374,3,371
2770000000,375,4,371
2771000000,367,0,367
2772000000,372,7,365
2773000000,366,0,366
2774000000,362,5,357
2775000000,373,0,373
2776000000,380,1,379
2777000000,379,3,376
2778000000,369,0,369
2779000000,380,0,380
2780000000,371,0,371
2781000000,365,0,365
2782000000,378,6,372
2783000000,371,1,370
2784000000,367,11,356
2785000000,364,10,354
2786000000,371,18,353
2787000000,372,21,351
2788000000,357,42,315
2789000000,368,40,328
2790000000,361,33,328
2791000000,371,22,349
2792000000,352,18,334
2793000000,374,5,369
2794000000,374,12,362
2795000000,375,4,371
2796000000,355,7,348
2797000000,362,16,346
2798000000,365,4,361
2799000000,359,8,351
2800000000,372,5,367
2801000000,367,0,367
2802000000,370,2,368
2803000000,374,1,373
2804000000,381,0,381
2805000000,363,1,362
2806000000,385,0,385
2807000000,365,5,360
2808000000,377,14,363
2809000000,357,5,352
2810000000,370,1,369
2811000000,361,6,355
2812000000,370,0,370
2813000000,375,5,370
2814000000,360,7,353
2815000000,369,11,358
2816000000,370,0,370
2817000000,370,0,370
2818000000,377,0,377
2819000000,376,10,366
2820000000,366,18,348
2821000000,382,16,366
2822000000,370,15,355
2823000000,362,14,348
2824000000,380,8,372
2825000000,371,10,361
2826000000,365,0,365
2827000000,358,0,358
2828000000,370,6,364
2829000000,369,1,368
2830000000,371,2,369
2831000000,370,2,368
2832000000,363,9,354
2833000000,361,10,351
2834000000,365,13,352
2835000000,369,11,358
2836000000,377,2,375
2837000000,365,2,363
2838000000,376,1,375
2839000000,366,5,361
2840000000,369,1,368
2841000000,376,3,373
2842000000,358,3,355
2843000000,367,10,357
2844000000,373,0,373
2845000000,376,1,375
2846000000,366,0,366
2847000000,360,9,351
2848000000,363,1,362
2849000000,374,0,374
2850000000,373,0,373
2851000000,368,10,358
2852000000,370,0,370
2853000000,378,2,376
2854000000,368,0,368
2855000000,377,0,377
2856000000,376,0,376
2857000000,367,3,364
2858000000,367,5,362
2859000000,375,1,374
2860000000,365,0,365
2861000000,370,0,370
2862000000,362,0,362
2863000000,375,0,375
2864000000,369,0,369
2865000000,369,9,360
2866000000,364,1,363
2867000000,365,0,365
2868000000,361,0,361
2869000000,362,0,362
2870000000,363,2,361
2871000000,371,0,371
2872000000,363,1,362
2873000000,371,0,371
2874000000,358,2,356
2875000000,372,1,371
2876000000,364,0,364
2877000000,367,3,364
2878000000,374,4,370
2879000000,376,3,373
2880000000,362,0,362
2881000000,369,6,363
2882000000,373,1,372
2883000000,371,0,371
2884000000,368,0,368
2885000000,361,8,353
2886000000,375,15,360
2887000000,358,18,340
2888000000,360,25,335
2889000000,355,31,324
2890000000,372,28,344
2891000000,382,36,346
2892000000,370,15,355
2893000000,365,22,343
2894000000,366,12,354
2895000000,370,10,360
2896000000,369,16,353
2897000000,369,2,367
2898000000,368,0,368
2899000000,376,0,376
2900000000,367,2,365
2901000000,374,0,374
2902000000,368,2,366
2903000000,384,11,373
2904000000,369,15,354
2905000000,373,0,373
2906000000,362,1,361
2907000000,360,11,349
2908000000,376,5,371
2909000000,369,1,368
2910000000,367,0,367
2911000000,371,0,371
2912000000,369,1,368
2913000000,371,0,371
2914000000,375,3,372
2915000000,379,0,379
2916000000,368,0,368
2917000000,374,2,372
2918000000,372,2,370
2919000000,372,0,372
2920000000,366,12,354
2921000000,372,3,369
2922000000,364,2,362
2923000000,369,0,369
2924000000,369,1,368
2925000000,363,5,358
2926000000,353,0,353
2927000000,374,0,374
2928000000,367,3,364
2929000000,369,1,368
2930000000,366,1,365
2931000000,371,3,368
2932000000,372,0,372
2933000000,382,0,382
2934000000,378,0,378
2935000000,366,5,361
2936000000,364,5,359
2937000000,365,12,353
2938000000,367,4,363
2939000000,379,2,377
2940000000,373,5,368
2941000000,374,1,373
2942000000,359,1,358
2943000000,369,0,369
2944000000,361,6,355
2945000000,372,6,366
2946000000,361,0,361
2947000000,360,10,350
2948000000,375,5,370
2949000000,366,5,361
2950000000,373,7,366
2951000000,366,5,361
2952000000,376,0,376
2953000000,372,0,372
2954000000,360,0,360
2955000000,372,4,368
2956000000,367,1,366
2957000000,379,1,378
2958000000,373,4,369
2959000000,378,8,370
2960000000,360,17,343
2961000000,366,8,358
2962000000,373,6,367
2963000000,366,6,360
2964000000,372,3,369
2965000000,365,1,364
2966000000,374,4,370
2967000000,371,9,362
2968000000,362,15,347
2969000000,363,9,354
2970000000,370,12,358
2971000000,371,8,363
2972000000,374,0,374
2973000000,367,17,350
2974000000,372,16,356
2975000000,368,5,363
2976000000,378,0,378
2977000000,370,7,363
2978000000,363,8,355
2979000000,358,9,349
2980000000,373,9,364
2981000000,369,6,363
2982000000,368,7,361
2983000000,368,21,347
2984000000,362,18,344
2985000000,384,30,354
2986000000,356,28,328
2987000000,370,38,332
2988000000,370,41,329
2989000000,358,47,311
2990000000,365,48,317
2991000000,362,22,340
2992000000,372,12,360
2993000000,369,23,346
2994000000,377,22,355
2995000000,361,16,345
2996000000,352,20,332
2997000000,363,23,340
2998000000,375,15,360
2999000000,370,9,361
3000000000,367,8,359
3001000000,357,15,342
3002000000,373,16,357
3003000000,365,13,352
3004000000,372,11,361
3005000000,367,17,350
3006000000,364,2,362
3007000000,371,0,371
3008000000,371,4,367
3009000000,377,0,377
3010000000,369,2,367
3011000000,363,1,362
3012000000,371,0,371
3013000000,383,0,383
3014000000,370,9,361
3015000000,368,10,358
3016000000,365,0,365
3017000000,373,0,373
3018000000,365,0,365
3019000000,377,0,377
3020000000,372,1,371
3021000000,364,2,362
3022000000,360,5,355
3023000000,362,1,361
3024000000,364,3,361
3025000000,373,0,373
3026000000,373,0,373
3027000000,383,6,377
3028000000,354,1,353
3029000000,376,8,368
3030000000,367,8,359
3031000000,372,6,366
3032000000,364,4,360
3033000000,371,1,370
3034000000,366,0,366
3035000000,365,0,365
3036000000,363,0,363
3037000000,367,0,367
3038000000,359,1,358
3039000000,371,10,361
3040000000,366,8,358
3041000000,361,6,355
3042000000,372,8,364
3043000000,364,18,346
3044000000,361,12,349
3045000000,364,8,356
3046000000,363,0,363
3047000000,371,5,366
3048000000,371,1,370
3049000000,374,0,374
3050000000,359,10,349
3051000000,355,1,354
3052000000,364,0,364
3053000000,370,2,368
3054000000,378,0,378
3055000000,369,3,366
3056000000,366,3,363
3057000000,360,0,360
3058000000,365,2,363
3059000000,369,1,368
3060000000,374,0,374
3061000000,364,5,359
3062000000,371,14,357
3063000000,371,5,366
3064000000,353,5,348
3065000000,370,4,366
3066000000,366,1,365
3067000000,376,3,373
3068000000,361,0,361
3069000000,365,0,365
3070000000,366,1,365
3071000000,367,0,367
3072000000,357,0,357
3073000000,374,3,371
3074000000,361,4,357
3075000000,365,9,356
3076000000,364,2,362
3077000000,377,1,376
3078000000,368,1,367
3079000000,371,8,363
3080000000,370,17,353
3081000000,366,13,353
3082000000,370,12,358
3083000000,364,7,357
3084000000,368,2,366
3085000000,378,0,378
3086000000,369,3,366
3087000000,367,0,367
3088000000,372,0,372
3089000000,375,2,373
3090000000,378,4,374
3091000000,368,6,362
3092000000,367,9,358
3093000000,372,5,367
3094000000,372,0,372
3095000000,359,5,354
3096000000,368,0,368
3097000000,374,0,374
3098000000,367,3,364
3099000000,364,7,357
3100000000,369,5,364
3101000000,366,11,355
3102000000,371,21,350
3103000000,374,26,348
3104000000,375,14,361
3105000000,372,11,361
3106000000,371,19,352
3107000000,356,10,346
3108000000,356,29,327
3109000000,378,26,352
3110000000,367,0,367
3111000000,383,0,383
3112000000,365,6,359
3113000000,368,7,361
3114000000,363,0,363
3115000000,365,1,364
3116000000,377,0,377
3117000000,371,0,371
3118000000,362,3,359
3119000000,355,21,334
3120000000,382,12,370
3121000000,369,1,368
3122000000,360,0,360
3123000000,361,7,354
3124000000,369,2,367
3125000000,369,0,369
3126000000,381,2,379
3127000000,371,0,371
3128000000,365,6,359
3129000000,355,2,353
3130000000,370,0,370
3131000000,363,14,349
3132000000,379,19,360
3133000000,352,10,342
3134000000,360,7,353
3135000000,361,3,358
3136000000,358,5,353
3137000000,369,6,363
3138000000,368,0,368
3139000000,379,0,379
3140000000,364,0,364
3141000000,364,0,364
3142000000,364,13,351
3143000000,368,9,359
3144000000,364,15,349
3145000000,366,2,364
3146000000,370,1,369
3147000000,369,15,354
3148000000,373,0,373
3149000000,362,8,354
3150000000,367,2,365
3151000000,369,0,369
3152000000,375,0,375
3153000000,374,0,374
3154000000,375,4,371
3155000000,365,14,351
3156000000,374,13,361
3157000000,369,0,369
3158000000,362,1,361
3159000000,369,3,366
3160000000,358,2,356
3161000000,373,0,373
3162000000,369,1,368
3163000000,365,4,361
3164000000,366,0,366
3165000000,367,0,367
3166000000,359,0,359
3167000000,383,5,378
3168000000,363,10,353
3169000000,376,11,365
3170000000,366,8,358
3171000000,362,21,341
3172000000,364,18,346
3173000000,377,12,365
3174000000,371,13,358
3175000000,374,10,364
3176000000,371,2,369
3177000000,368,7,361
3178000000,361,1,360
3179000000,379,0,379
3180000000,355,5,350
3181000000,367,9,358
3182000000,364,1,363
3183000000,372,10,362
3184000000,369,0,369
3185000000,371,0,371
3186000000,366,1,365
3187000000,381,0,381
3188000000,382,0,382
3189000000,368,8,360
3190000000,371,6,365
3191000000,361,9,352
3192000000,381,10,371
3193000000,358,8,350
3194000000,364,30,334
3195000000,374,30,344
3196000000,369,19,350
3197000000,379,20,359
3198000000,379,19,360
3199000000,363,22,341
3200000000,362,13,349
3201000000,356,2,354
3202000000,373,0,373
3203000000,377,9,368
3204000000,354,0,354
3205000000,374,0,374
3206000000,363,4,359
3207000000,373,0,373
3208000000,366,4,362
3209000000,371,11,360
3210000000,371,11,360
3211000000,375,1,374
3212000000,362,10,352
3213000000,379,0,379
3214000000,373,5,368
3215000000,359,1,358
3216000000,373,0,373
3217000000,368,0,368
3218000000,369,0,369
3219000000,372,2,370
3220000000,374,0,374
3221000000,357,1,356
3222000000,366,7,359
3223000000,372,10,362
3224000000,366,11,355
3225000000,362,10,352
3226000000,375,11,364
3227000000,364,0,364
3228000000,366,2,364
3229000000,370,0,370
3230000000,357,8,349
3231000000,369,8,361
3232000000,373,4,369
3233000000,364,3,361
3234000000,366,4,362
3235000000,370,2,368
3236000000,371,6,365
3237000000,373,0,373
3238000000,367,2,365
3239000000,364,9,355
3240000000,365,15,350
3241000000,368,8,360
3242000000,369,18,351
3243000000,368,12,356
3244000000,361,22,339
3245000000,373,13,360
3246000000,365,8,357
3247000000,371,2,369
3248000000,365,0,365
3249000000,358,0,358
3250000000,374,0,374
3251000000,368,0,368
3252000000,357,0,357
3253000000,361,3,358
3254000000,365,2,363
3255000000,369,0,369
3256000000,367,1,366
3257000000,375,0,375
3258000000,375,0,375
3259000000,357,4,353
3260000000,378,12,366
3261000000,367,5,362
3262000000,375,16,359
3263000000,366,6,360
3264000000,372,8,364
3265000000,363,0,363
3266000000,365,10,355
3267000000,372,3,369
3268000000,363,1,362
3269000000,365,4,361
3270000000,367,5,362
3271000000,360,7,353
3272000000,365,6,359
3273000000,362,7,355
3274000000,367,5,362
3275000000,363,1,362
3276000000,373,6,367
3277000000,373,0,373
3278000000,361,15,346
3279000000,367,8,359
3280000000,364,0,364
3281000000,370,11,359
3282000000,374,4,370
3283000000,368,6,362
3284000000,370,4,366
3285000000,360,11,349
3286000000,361,4,357
3287000000,366,3,363
3288000000,354,6,348
3289000000,368,25,343
3290000000,352,26,326
3291000000,378,17,361
3292000000,375,8,367
3293000000,371,2,369
3294000000,371,1,370
3295000000,374,2,372
3296000000,367,3,364
3297000000,373,2,371
3298000000,381,6,375
3299000000,368,0,368
3300000000,368,9,359
3301000000,371,15,356
3302000000,379,0,379
3303000000,368,0,368
3304000000,359,0,359
3305000000,377,1,376
3306000000,388,1,387
3307000000,368,0,368
3308000000,381,0,381
3309000000,367,1,366
3310000000,366,2,364
3311000000,366,0,366
3312000000,363,8,355
3313000000,355,11,344
3314000000,366,8,358
3315000000,373,0,373
3316000000,375,1,374
3317000000,370,3,367
3318000000,368,0,368
3319000000,373,0,373
3320000000,369,2,367
3321000000,365,3,362
3322000000,367,7,360
3323000000,371,10,361
3324000000,360,7,353
3325000000,373,8,365
3326000000,373,7,366
3327000000,367,10,357
3328000000,355,3,352
3329000000,366,13,353
3330000000,368,8,360
3331000000,382,3,379
3332000000,370,3,367
3333000000,357,2,355
3334000000,364,0,364
3335000000,374,2,372
3336000000,361,4,357
3337000000,375,2,373
3338000000,372,0,372
3339000000,364,7,357
3340000000,364,12,352
3341000000,359,3,356
3342000000,371,12,359
3343000000,375,5,370
3344000000,377,1,376
3345000000,363,3,360
3346000000,358,2,356
3347000000,371,0,371
3348000000,359,2,357
3349000000,364,8,356
3350000000,370,0,370
3351000000,373,3,370
3352000000,364,3,361
3353000000,369,10,359
3354000000,357,5,352
3355000000,367,2,365
3356000000,372,2,370
3357000000,366,9,357
3358000000,365,4,361
3359000000,371,16,355
3360000000,373,24,349
3361000000,368,16,352
3362000000,358,24,334
3363000000,367,19,348
3364000000,362,28,334
3365000000,367,12,355
3366000000,366,2,364
3367000000,378,0,378
3368000000,365,0,365
3369000000,371,3,368
3370000000,362,7,355
3371000000,369,8,361
3372000000,369,0,369
3373000000,374,0,374
3374000000,366,4,362
3375000000,371,3,368
3376000000,376,2,374
3377000000,373,13,360
3378000000,353,8,345
3379000000,358,15,343
3380000000,372,24,348
3381000000,365,14,351
3382000000,365,11,354
3383000000,364,11,353
3384000000,373,6,367
3385000000,362,1,361
3386000000,376,3,373
3387000000,357,7,350
3388000000,365,10,355
3389000000,361,0,361
3390000000,367,0,367
3391000000,371,1,370
3392000000,363,0,363
3393000000,368,11,357
3394000000,385,13,372
3395000000,374,4,370
3396000000,374,4,370
3397000000,361,0,361
3398000000,372,0,372
3399000000,376,0,376
3400000000,373,14,359
3401000000,366,18,348
3402000000,367,18,349
3403000000,373,24,349
3404000000,369,6,363
3405000000,367,3,364
3406000000,362,8,354
3407000000,368,1,367
3408000000,373,0,373
3409000000,373,2,371
3410000000,370,13,357
3411000000,367,30,337
3412000000,366,11,355
3413000000,367,6,361
3414000000,374,7,367
3415000000,376,4,372
3416000000,369,2,367
3417000000,371,1,370
3418000000,365,6,359
3419000000,368,9,359
3420000000,370,11,359
3421000000,363,3,360
3422000000,372,5,367
3423000000,369,3,366
3424000000,377,4,373
3425000000,364,7,357
3426000000,366,0,366
3427000000,369,2,367
3428000000,369,12,357
3429000000,372,18,354
3430000000,359,13,346
3431000000,372,21,351
3432000000,370,9,361
3433000000,370,13,357
3434000000,348,20,328
3435000000,365,5,360
3436000000,382,0,382
3437000000,378,3,375
3438000000,361,1,360
3439000000,366,8,358
3440000000,369,3,366
3441000000,368,12,356
3442000000,360,16,344
3443000000,366,16,350
3444000000,370,9,361
3445000000,376,0,376
3446000000,371,0,371
3447000000,363,10,353
3448000000,364,6,358
3449000000,378,5,373
3450000000,373,1,372
3451000000,364,1,363
3452000000,377,0,377
3453000000,371,0,371
3454000000,359,4,355
3455000000,374,0,374
3456000000,360,1,359
3457000000,382,2,380
3458000000,385,5,380
3459000000,371,13,358
3460000000,364,13,351
3461000000,362,6,356
3462000000,369,0,369
3463000000,355,4,351
3464000000,359,0,359
3465000000,369,0,369
3466000000,366,1,365
3467000000,364,1,363
3468000000,365,4,361
3469000000,366,13,353
3470000000,364,10,354
3471000000,364,2,362
3472000000,370,3,367
3473000000,360,2,358
3474000000,362,8,354
3475000000,368,12,356
3476000000,369,5,364
3477000000,369,0,369
3478000000,366,3,363
3479000000,377,0,377
3480000000,368,2,366
3481000000,366,1,365
3482000000,365,0,365
3483000000,369,13,356
3484000000,361,5,356
3485000000,367,17,350
3486000000,361,14,347
3487000000,362,10,352
3488000000,380,12,368
3489000000,364,6,358
3490000000,365,6,359
3491000000,373,0,373
3492000000,361,3,358
3493000000,366,11,355
3494000000,370,8,362
3495000000,360,18,342
3496000000,367,12,355
3497000000,371,0,371
3498000000,374,6,368
3499000000,363,3,360
3500000000,359,18,341
3501000000,358,10,348
3502000000,379,1,378
3503000000,378,6,372
3504000000,361,8,353
3505000000,366,2,364
3506000000,372,0,372
3507000000,366,0,366
3508000000,374,0,374
3509000000,366,0,366
3510000000,374,0,374
3511000000,368,0,368
3512000000,383,1,382
3513000000,376,8,368
3514000000,364,0,364
3515000000,372,0,372
3516000000,372,0,372
3517000000,369,1,368
3518000000,367,7,360
3519000000,379,0,379
3520000000,368,4,364
3521000000,360,2,358
3522000000,380,8,372
3523000000,358,13,345
3524000000,370,18,352
3525000000,355,33,322
3526000000,364,31,333
3527000000,375,20,355
3528000000,368,36,332
3529000000,364,5,359
3530000000,363,1,362
3531000000,373,0,373
3532000000,375,0,375
3533000000,374,0,374
3534000000,369,3,366
3535000000,368,2,366
3536000000,371,6,365
3537000000,362,9,353
3538000000,363,11,352
3539000000,364,6,358
3540000000,374,0,374
3541000000,374,0,374
3542000000,364,1,363
3543000000,360,11,349
3544000000,360,29,331
3545000000,368,17,351
3546000000,360,13,347
3547000000,364,8,356
3548000000,366,29,337
3549000000,371,32,339
3550000000,356,22,334
3551000000,367,18,349
3552000000,374,12,362
3553000000,374,11,363
3554000000,363,4,359
3555000000,370,0,370
3556000000,366,2,364
3557000000,352,5,347
3558000000,374,1,373
3559000000,370,3,367
3560000000,365,0,365
3561000000,372,8,364
3562000000,366,3,363
3563000000,378,4,374
3564000000,366,1,365
3565000000,377,0,377
3566000000,367,2,365
3567000000,368,0,368
3568000000,358,0,358
3569000000,368,1,367
3570000000,374,0,374
3571000000,370,0,370
3572000000,357,0,357
3573000000,374,3,371
3574000000,367,6,361
3575000000,372,6,366
3576000000,351,4,347
3577000000,378,2,376
3578000000,371,0,371
3579000000,365,0,365
3580000000,369,5,364
3581000000,372,2,370
3582000000,374,1,373
3583000000,365,1,364
3584000000,375,0,375
3585000000,376,0,376
3586000000,368,3,365
3587000000,369,6,363
3588000000,375,2,373
3589000000,370,1,369
3590000000,367,4,363
3591000000,368,5,363
3592000000,370,6,364
3593000000,373,7,366
3594000000,362,9,353
3595000000,364,9,355
3596000000,379,1,378
3597000000,368,4,364
3598000000,364,11,353
3599000000,370,15,355
3600000000,366,13,353
3601000000,373,15,358
3602000000,364,20,344
3603000000,374,16,358
3604000000,370,14,356
3605000000,358,16,342
3606000000,369,23,346
3607000000,376,26,350
3608000000,367,28,339
3609000000,360,19,341
3610000000,366,7,359
3611000000,363,18,345
3612000000,368,3,365
3613000000,364,0,364
3614000000,369,0,369
3615000000,371,0,371
3616000000,372,1,371
3617000000,373,0,373
3618000000,374,0,374
3619000000,379,5,374
3620000000,374,7,367
3621000000,358,2,356
3622000000,362,0,362
3623000000,374,0,374
3624000000,370,4,366
3625000000,371,4,367
3626000000,369,0,369
3627000000,358,7,351
3628000000,365,4,361
3629000000,365,0,365
3630000000,365,1,364
3631000000,370,3,367
3632000000,377,5,372
3633000000,360,1,359
3634000000,375,0,375
3635000000,368,1,367
3636000000,371,0,371
3637000000,367,0,367
3638000000,361,3,358
3639000000,362,10,352
3640000000,372,9,363
3641000000,369,18,351
3642000000,372,11,361
3643000000,362,5,357
3644000000,372,0,372
3645000000,370,0,370
3646000000,367,2,365
3647000000,365,9,356
3648000000,363,16,347
3649000000,366,11,355
3650000000,368,20,348
3651000000,370,7,363
3652000000,363,11,352
3653000000,361,5,356
3654000000,371,2,369
3655000000,369,10,359
3656000000,373,0,373
3657000000,377,0,377
3658000000,366,0,366
3659000000,367,0,367
3660000000,370,0,370
3661000000,374,12,362
3662000000,362,5,357
3663000000,373,16,357
3664000000,361,22,339
3665000000,356,19,337
3666000000,370,8,362
3667000000,365,7,358
3668000000,371,17,354
3669000000,369,11,358
3670000000,374,1,373
3671000000,370,1,369
3672000000,362,0,362
3673000000,368,5,363
3674000000,373,0,373
3675000000,371,8,363
3676000000,367,7,360
3677000000,362,11,351
3678000000,362,10,352
3679000000,379,3,376
3680000000,366,12,354
3681000000,372,18,354
3682000000,370,11,359
3683000000,373,8,365
3684000000,372,0,372
3685000000,371,1,370
3686000000,367,9,358
3687000000,369,1,368
3688000000,383,0,383
3689000000,358,11,347
3690000000,369,9,360
3691000000,373,11,362
3692000000,372,2,370
3693000000,365,5,360
3694000000,378,11,367
3695000000,374,6,368
3696000000,361,0,361
3697000000,376,7,369
3698000000,369,4,365
3699000000,372,18,354
3700000000,352,11,341
3701000000,373,9,364
3702000000,372,8,364
3703000000,372,5,367
3704000000,368,4,364
3705000000,368,1,367
3706000000,363,0,363
3707000000,376,0,376
3708000000,369,0,369
3709000000,363,2,361
3710000000,368,1,367
3711000000,378,2,376
3712000000,372,1,371
3713000000,364,0,364
3714000000,367,3,364
3715000000,369,0,369
3716000000,368,1,367
3717000000,365,0,365
3718000000,372,3,369
3719000000,361,0,361
3720000000,367,3,364
3721000000,372,0,372
3722000000,359,0,359
3723000000,369,0,369
3724000000,370,0,370
3725000000,372,1,371
3726000000,354,9,345
3727000000,360,4,356
3728000000,372,0,372
3729000000,365,0,365
3730000000,369,2,367
3731000000,358,4,354
3732000000,387,0,387
3733000000,384,8,376
3734000000,363,3,360
3735000000,375,1,374
3736000000,366,4,362
3737000000,375,4,371
3738000000,365,23,342
3739000000,372,15,357
3740000000,364,21,343
3741000000,367,8,359
3742000000,356,7,349
3743000000,372,15,357
3744000000,370,17,353
3745000000,369,14,355
3746000000,359,19,340
3747000000,363,26,337
3748000000,362,20,342
3749000000,367,12,355
3750000000,364,15,349
3751000000,372,22,350
3752000000,370,18,352
3753000000,361,10,351
3754000000,365,4,361
3755000000,359,2,357
3756000000,365,5,360
3757000000,367,0,367
3758000000,381,0,381
3759000000,373,0,373
3760000000,361,0,361
3761000000,363,1,362
3762000000,359,3,356
3763000000,367,6,361
3764000000,373,2,371
3765000000,365,0,365
3766000000,374,9,365
3767000000,373,0,373
3768000000,369,0,369
3769000000,370,2,368
3770000000,366,12,354
3771000000,365,3,362
3772000000,366,5,361
3773000000,360,4,356
3774000000,373,0,373
3775000000,364,4,360
3776000000,362,8,354
3777000000,373,0,373
3778000000,378,4,374
3779000000,354,5,349
3780000000,356,8,348
3781000000,371,0,371
3782000000,370,0,370
3783000000,362,16,346
3784000000,369,8,361
3785000000,363,3,360
3786000000,379,6,373
3787000000,367,0,367
3788000000,372,1,371
3789000000,372,2,370
3790000000,360,8,352
3791000000,373,19,354
3792000000,370,16,354
3793000000,369,4,365
3794000000,370,0,370
3795000000,355,1,354
3796000000,371,1,370
3797000000,353,0,353
3798000000,369,0,369
3799000000,369,0,369
3800000000,382,6,376
3801000000,368,3,365
3802000000,370,0,370
3803000000,372,1,371
3804000000,374,3,371
3805000000,363,10,353
3806000000,356,16,340
3807000000,366,7,359
3808000000,371,8,363
3809000000,373,1,372
3810000000,375,0,375
3811000000,369,0,369
3812000000,372,4,368
3813000000,359,18,341
3814000000,374,8,366
3815000000,372,14,358
3816000000,372,7,365
3817000000,369,0,369
3818000000,360,2,358
3819000000,374,0,374
3820000000,368,7,361
3821000000,363,8,355
3822000000,359,0,359
3823000000,365,7,358
3824000000,369,9,360
3825000000,369,32,337
3826000000,367,22,345
3827000000,379,2,377
3828000000,374,0,374
3829000000,371,0,371
3830000000,371,0,371
3831000000,359,10,349
3832000000,369,6,363
3833000000,366,0,366
3834000000,366,3,363
3835000000,360,6,354
3836000000,370,0,370
3837000000,375,7,368
3838000000,368,5,363
3839000000,362,0,362
3840000000,374,6,368
3841000000,378,0,378
3842000000,365,0,365
3843000000,361,0,361
3844000000,366,3,363
3845000000,366,3,363
3846000000,373,0,373
3847000000,372,3,369
3848000000,370,0,370
3849000000,362,5,357
3850000000,366,0,366
3851000000,373,0,373
3852000000,367,0,367
3853000000,376,1,375
3854000000,374,0,374
3855000000,368,0,368
3856000000,374,1,373
3857000000,359,2,357
3858000000,369,4,365
3859000000,363,2,361
3860000000,370,0,370
3861000000,367,0,367
