h,Magnetisierung
0.0,-0.9967041015625
0.010101010101010102,-0.9952392578125
0.020202020202020204,-0.9947509765625
0.030303030303030304,-0.995849609375
0.04040404040404041,-0.9959716796875
0.05050505050505051,-0.9947509765625
0.06060606060606061,-0.9957275390625
0.07070707070707072,-0.9957275390625
0.08080808080808081,-0.9952392578125
0.09090909090909091,-0.995361328125
0.10101010101010102,-0.995849609375
0.11111111111111112,-0.9940185546875
0.12121212121212122,-0.994873046875
0.13131313131313133,-0.9957275390625
0.14141414141414144,-0.9951171875
0.15151515151515152,-0.9947509765625
0.16161616161616163,-0.9951171875
0.17171717171717174,-0.995361328125
0.18181818181818182,-0.9952392578125
0.19191919191919193,-0.9932861328125
0.20202020202020204,-0.9935302734375
0.21212121212121213,-0.9942626953125
0.22222222222222224,-0.9931640625
0.23232323232323235,-0.990966796875
0.24242424242424243,0.996826171875
0.25252525252525254,0.9974365234375
0.26262626262626265,0.9969482421875
0.27272727272727276,0.99755859375
0.2828282828282829,0.9964599609375
0.29292929292929293,0.997314453125
0.30303030303030304,0.998291015625
0.31313131313131315,0.9976806640625
0.32323232323232326,0.9989013671875
0.33333333333333337,0.9971923828125
0.3434343434343435,0.99853515625
0.3535353535353536,0.99755859375
0.36363636363636365,0.998291015625
0.37373737373737376,0.9971923828125
0.38383838383838387,0.998779296875
0.393939393939394,0.9979248046875
0.4040404040404041,0.997802734375
0.4141414141414142,0.9986572265625
0.42424242424242425,0.9990234375
0.43434343434343436,0.9984130859375
0.4444444444444445,0.9984130859375
0.4545454545454546,0.9974365234375
0.4646464646464647,0.9979248046875
0.4747474747474748,0.9986572265625
0.48484848484848486,0.9993896484375
0.494949494949495,0.998779296875
0.5050505050505051,0.9981689453125
0.5151515151515152,0.99853515625
0.5252525252525253,0.998291015625
0.5353535353535354,0.9981689453125
0.5454545454545455,0.9984130859375
0.5555555555555556,0.9981689453125
0.5656565656565657,0.99755859375
0.5757575757575758,0.998779296875
0.5858585858585859,0.9991455078125
0.595959595959596,0.9990234375
0.6060606060606061,0.99853515625
0.6161616161616162,0.9984130859375
0.6262626262626263,0.9981689453125
0.6363636363636365,0.9991455078125
0.6464646464646465,0.99853515625
0.6565656565656566,0.998291015625
0.6666666666666667,0.999267578125
0.6767676767676768,0.9989013671875
0.686868686868687,0.998779296875
0.696969696969697,0.9990234375
0.7070707070707072,0.997314453125
0.7171717171717172,0.999267578125
0.7272727272727273,0.99951171875
0.7373737373737375,0.998779296875
0.7474747474747475,0.9984130859375
0.7575757575757577,0.9993896484375
0.7676767676767677,0.9984130859375
0.7777777777777778,0.9993896484375
0.787878787878788,0.9990234375
0.797979797979798,0.998779296875
0.8080808080808082,0.9990234375
0.8181818181818182,0.9993896484375
0.8282828282828284,0.9989013671875
0.8383838383838385,0.999267578125
0.8484848484848485,0.9993896484375
0.8585858585858587,0.9990234375
0.8686868686868687,0.9990234375
0.8787878787878789,0.9996337890625
0.888888888888889,0.9991455078125
0.8989898989898991,0.99951171875
0.9090909090909092,0.999267578125
0.9191919191919192,0.9996337890625
0.9292929292929294,0.9991455078125
0.9393939393939394,0.9991455078125
0.9494949494949496,0.999267578125
0.9595959595959597,0.99951171875
0.9696969696969697,0.9991455078125
0.9797979797979799,0.9989013671875
0.98989898989899,0.9989013671875
1.0,0.99951171875
1.0,0.99951171875
0.9899497487437185,0.9989013671875
0.9798994974874372,0.9993896484375
0.9698492462311558,0.999267578125
0.9597989949748744,0.99951171875
0.949748743718593,0.9991455078125
0.9396984924623115,0.9993896484375
0.9296482412060302,0.99951171875
0.9195979899497487,0.9996337890625
0.9095477386934674,0.9991455078125
0.8994974874371859,0.999755859375
0.8894472361809045,0.9991455078125
0.8793969849246231,0.999267578125
0.8693467336683417,0.9991455078125
0.8592964824120604,0.99951171875
0.8492462311557789,0.9991455078125
0.8391959798994975,0.9991455078125
0.8291457286432161,0.999267578125
0.8190954773869347,0.998779296875
0.8090452261306533,0.9986572265625
0.7989949748743719,0.9991455078125
0.7889447236180904,0.9993896484375
0.778894472361809,0.99951171875
0.7688442211055276,0.9990234375
0.7587939698492463,0.9990234375
0.7487437185929648,0.99853515625
0.7386934673366834,0.9989013671875
0.728643216080402,0.99951171875
0.7185929648241206,0.9990234375
0.7085427135678393,0.9986572265625
0.6984924623115578,0.998779296875
0.6884422110552764,0.9989013671875
0.6783919597989949,0.99853515625
0.6683417085427136,0.9990234375
0.6582914572864322,0.9989013671875
0.6482412060301508,0.9990234375
0.6381909547738693,0.998046875
0.6281407035175879,0.9981689453125
0.6180904522613065,0.998779296875
0.6080402010050251,0.9986572265625
0.5979899497487438,0.9984130859375
0.5879396984924623,0.9986572265625
0.5778894472361809,0.998291015625
0.5678391959798995,0.99853515625
0.5577889447236181,0.998046875
0.5477386934673367,0.99853515625
0.5376884422110553,0.99853515625
0.5276381909547738,0.9986572265625
0.5175879396984925,0.998046875
0.507537688442211,0.9981689453125
0.4974874371859297,0.9984130859375
0.48743718592964824,0.9979248046875
0.4773869346733668,0.9984130859375
0.46733668341708545,0.9969482421875
0.457286432160804,0.99853515625
0.44723618090452255,0.9984130859375
0.4371859296482412,0.9990234375
0.42713567839195976,0.99853515625
0.4170854271356784,0.998291015625
0.40703517587939697,0.9976806640625
0.3969849246231155,0.998046875
0.3869346733668342,0.998046875
0.37688442211055273,0.9979248046875
0.3668341708542714,0.9979248046875
0.35678391959798994,0.99755859375
0.3467336683417085,0.9981689453125
0.33668341708542715,0.9976806640625
0.3266331658291457,0.99755859375
0.31658291457286436,0.9979248046875
0.3065326633165829,0.997802734375
0.29648241206030146,0.998046875
0.2864321608040201,0.9971923828125
0.27638190954773867,0.9981689453125
0.26633165829145733,0.9976806640625
0.2562814070351759,0.998779296875
0.24623115577889443,0.9969482421875
0.2361809045226131,0.9974365234375
0.22613065326633164,0.998046875
0.2160804020100502,0.9974365234375
0.20603015075376885,0.9976806640625
0.1959798994974874,0.9976806640625
0.18592964824120606,0.9962158203125
0.1758793969849246,0.998046875
0.16582914572864316,0.9970703125
0.15577889447236182,0.9969482421875
0.14572864321608037,0.99609375
0.13567839195979903,0.99658203125
0.12562814070351758,0.99755859375
0.11557788944723613,0.99658203125
0.10552763819095479,0.996826171875
0.09547738693467334,0.99609375
0.085427135678392,0.9967041015625
0.07537688442211055,0.996826171875
0.0653266331658291,0.9962158203125
0.055276381909547756,0.996826171875
0.045226130653266305,0.9959716796875
0.035175879396984966,0.996337890625
0.025125628140703515,0.995361328125
0.015075376884422065,0.996826171875
0.005025125628140725,0.9952392578125
-0.005025125628140614,0.9971923828125
-0.015075376884422065,0.9962158203125
-0.025125628140703515,0.996337890625
-0.035175879396984966,0.995849609375
-0.045226130653266416,0.9959716796875
-0.055276381909547645,0.9962158203125
-0.0653266331658291,0.9967041015625
-0.07537688442211055,0.99609375
-0.085427135678392,0.9957275390625
-0.09547738693467345,0.994384765625
-0.1055276381909549,0.99560546875
-0.11557788944723613,0.9940185546875
-0.12562814070351758,0.994384765625
-0.13567839195979903,0.9947509765625
-0.14572864321608048,0.99609375
-0.15577889447236193,0.9942626953125
-0.16582914572864316,0.995849609375
-0.1758793969849246,0.99462890625
-0.18592964824120606,0.9903564453125
-0.1959798994974875,0.994384765625
-0.20603015075376896,0.994140625
-0.2160804020100502,-0.9971923828125
-0.22613065326633164,-0.99755859375
-0.2361809045226131,-0.9974365234375
-0.24623115577889454,-0.9974365234375
-0.256281407035176,-0.997314453125
-0.2663316582914572,-0.998779296875
-0.27638190954773867,-0.997314453125
-0.2864321608040201,-0.99755859375
-0.29648241206030157,-0.9976806640625
-0.306532663316583,-0.9971923828125
-0.31658291457286425,-0.997314453125
-0.3266331658291457,-0.997802734375
-0.33668341708542715,-0.9974365234375
-0.3467336683417086,-0.9969482421875
-0.35678391959799005,-0.9979248046875
-0.3668341708542713,-0.998046875
-0.37688442211055273,-0.998046875
-0.3869346733668342,-0.9974365234375
-0.39698492462311563,-0.9984130859375
-0.4070351758793971,-0.99755859375
-0.4170854271356783,-0.99853515625
-0.42713567839195976,-0.9984130859375
-0.4371859296482412,-0.9989013671875
-0.44723618090452266,-0.9976806640625
-0.4572864321608041,-0.998291015625
-0.46733668341708534,-0.9984130859375
-0.4773869346733668,-0.9984130859375
-0.48743718592964824,-0.998046875
-0.4974874371859297,-0.998291015625
-0.5075376884422111,-0.9984130859375
-0.5175879396984926,-0.9979248046875
-0.5276381909547738,-0.9986572265625
-0.5376884422110553,-0.9976806640625
-0.5477386934673367,-0.998291015625
-0.5577889447236182,-0.9989013671875
-0.5678391959798996,-0.9981689453125
-0.5778894472361809,-0.9981689453125
-0.5879396984924623,-0.998779296875
-0.5979899497487438,-0.9990234375
-0.6080402010050252,-0.99951171875
-0.6180904522613067,-0.99853515625
-0.6281407035175879,-0.999267578125
-0.6381909547738693,-0.9990234375
-0.6482412060301508,-0.9986572265625
-0.6582914572864322,-0.9990234375
-0.6683417085427137,-0.998779296875
-0.6783919597989949,-0.9984130859375
-0.6884422110552764,-0.99853515625
-0.6984924623115578,-0.998779296875
-0.7085427135678393,-0.9989013671875
-0.7185929648241207,-0.9991455078125
-0.728643216080402,-0.998291015625
-0.7386934673366834,-0.9990234375
-0.7487437185929648,-0.99853515625
-0.7587939698492463,-0.9991455078125
-0.7688442211055277,-0.998779296875
-0.778894472361809,-0.9989013671875
-0.7889447236180904,-0.999267578125
-0.7989949748743719,-0.9990234375
-0.8090452261306533,-0.9990234375
-0.8190954773869348,-0.998291015625
-0.829145728643216,-0.9991455078125
-0.8391959798994975,-0.999267578125
-0.8492462311557789,-0.9989013671875
-0.8592964824120604,-0.9990234375
-0.8693467336683418,-0.99951171875
-0.879396984924623,-0.99951171875
-0.8894472361809045,-0.9989013671875
-0.8994974874371859,-0.9998779296875
-0.9095477386934674,-0.9993896484375
-0.9195979899497488,-0.99853515625
-0.9296482412060301,-0.9996337890625
-0.9396984924623115,-0.9993896484375
-0.949748743718593,-0.99951171875
-0.9597989949748744,-0.99951171875
-0.9698492462311559,-0.9990234375
-0.9798994974874373,-0.9990234375
-0.9899497487437185,-0.9993896484375
-1.0,-0.999267578125
-1.0,-0.9991455078125
-0.98989898989899,-0.9993896484375
-0.9797979797979798,-0.9993896484375
-0.9696969696969697,-0.99853515625
-0.9595959595959596,-0.999267578125
-0.9494949494949495,-0.999267578125
-0.9393939393939394,-0.9986572265625
-0.9292929292929293,-0.9993896484375
-0.9191919191919192,-0.99951171875
-0.9090909090909091,-0.9990234375
-0.898989898989899,-0.998779296875
-0.8888888888888888,-0.9996337890625
-0.8787878787878788,-0.9993896484375
-0.8686868686868687,-0.999267578125
-0.8585858585858586,-0.999267578125
-0.8484848484848485,-0.9990234375
-0.8383838383838383,-0.9991455078125
-0.8282828282828283,-0.9984130859375
-0.8181818181818181,-0.9991455078125
-0.8080808080808081,-0.9990234375
-0.797979797979798,-0.9991455078125
-0.7878787878787878,-0.9990234375
-0.7777777777777778,-0.9990234375
-0.7676767676767676,-0.998779296875
-0.7575757575757576,-0.998046875
-0.7474747474747474,-0.998779296875
-0.7373737373737373,-0.9989013671875
-0.7272727272727273,-0.9993896484375
-0.7171717171717171,-0.9991455078125
-0.7070707070707071,-0.9990234375
-0.696969696969697,-0.9991455078125
-0.6868686868686869,-0.9993896484375
-0.6767676767676767,-0.9991455078125
-0.6666666666666666,-0.998779296875
-0.6565656565656566,-0.9989013671875
-0.6464646464646464,-0.9996337890625
-0.6363636363636364,-0.9981689453125
-0.6262626262626263,-0.9986572265625
-0.6161616161616161,-0.99853515625
-0.606060606060606,-0.998291015625
-0.5959595959595959,-0.9989013671875
-0.5858585858585859,-0.99853515625
-0.5757575757575757,-0.9990234375
-0.5656565656565656,-0.9984130859375
-0.5555555555555556,-0.998779296875
-0.5454545454545454,-0.998779296875
-0.5353535353535352,-0.9986572265625
-0.5252525252525252,-0.99853515625
-0.5151515151515151,-0.998779296875
-0.505050505050505,-0.998046875
-0.4949494949494949,-0.9984130859375
-0.48484848484848475,-0.9974365234375
-0.4747474747474747,-0.9991455078125
-0.46464646464646464,-0.998779296875
-0.4545454545454545,-0.9979248046875
-0.4444444444444444,-0.9981689453125
-0.43434343434343425,-0.996826171875
-0.4242424242424242,-0.9981689453125
-0.41414141414141414,-0.99755859375
-0.404040404040404,-0.9989013671875
-0.3939393939393939,-0.9969482421875
-0.38383838383838376,-0.9984130859375
-0.3737373737373737,-0.99853515625
-0.36363636363636354,-0.997802734375
-0.3535353535353535,-0.9969482421875
-0.3434343434343434,-0.9979248046875
-0.33333333333333326,-0.9990234375
-0.3232323232323232,-0.998046875
-0.31313131313131304,-0.99755859375
-0.303030303030303,-0.9981689453125
-0.2929292929292928,-0.99755859375
-0.28282828282828276,-0.9974365234375
-0.2727272727272727,-0.997314453125
-0.26262626262626254,-0.997802734375
-0.2525252525252525,-0.997314453125
-0.24242424242424232,-0.9969482421875
